instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,ap-northeast-1a,1,5.0,1,1,1,2.0,1.0,0.0356,39377.1954,0.0178,1,553050.4976
t4g.large,ap-northeast-1a,3,5.0,5,1,1,6.0,1.0,0.1068,118131.5863,0.0178,3,184350.1659
t4g.large,ap-northeast-1a,3,5.0,6,1,1,6.0,0.0,0.1068,118131.5863,0.0178,3,184350.1659
t4g.large,ap-northeast-1a,5,5.0,10,1,1,10.0,0.0,0.178,196885.9771,0.0178,5,110610.0995
t4g.large,ap-northeast-1a,7,5.0,14,1,1,14.0,0.0,0.2492,275640.368,0.0178,7,79007.2139
t4g.large,ap-northeast-1a,8,5.0,15,1,1,16.0,1.0,0.2848,315017.5634,0.0178,8,69131.3122
t4g.large,ap-northeast-1a,9,5.0,17,1,1,18.0,1.0,0.3204,354394.7589,0.0178,9,61450.0553
t4g.large,ap-northeast-1a,10,5.0,20,1,1,20.0,0.0,0.356,393771.9543,0.0178,10,55305.0498
t4g.large,ap-northeast-1a,13,5.0,25,1,1,26.0,1.0,0.4628,511903.5406,0.0178,13,42542.346
t4g.large,ap-northeast-1a,15,5.0,30,1,1,30.0,0.0,0.534,590657.9314,0.0178,15,36870.0332
t4g.large,ap-northeast-1a,18,5.0,35,1,1,36.0,1.0,0.6408,708789.5177,0.0178,18,30725.0276
t4g.large,ap-northeast-1a,20,5.0,40,1,1,40.0,0.0,0.712,787543.9086,0.0178,20,27652.5249
t4g.large,ap-northeast-1a,23,5.0,45,1,1,46.0,1.0,0.8188,905675.4949,0.0178,23,24045.6738
t4g.large,ap-northeast-1a,25,5.0,50,1,1,50.0,0.0,0.89,984429.8857,0.0178,25,22122.0199
