pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,988039.3834951456,327874.65401567094,988039.3834951456,579076.4029411764,988039.3834951456,0.0,3.0,0.0,1.0,0.0
5,1,1,251438.66340668293,163937.32706904996,197607.87650485436,193025.4678104575,139688.98496,0.0,3.0,0.0,1.0,0.0
6,1,1,218084.70477741584,163937.32706904996,164673.2304476807,193025.4678104575,218084.70477741584,0.0,2.0,0.0,0.0,0.0
10,1,1,130970.27456964005,109291.55136576341,98803.93830097087,115815.28064705881,97522.50129188535,0.0,2.0,0.0,0.0,0.0
14,1,1,93586.81067534645,81968.66351922134,70574.24162869033,82725.20048019208,61145.40193435864,0.0,2.0,0.0,0.0,0.0
15,1,1,86178.10235263019,81968.66351922134,65869.29218985977,72384.55041360293,49271.0316662392,0.0,1.0,0.0,1.0,0.0
17,1,1,76233.32595639654,65574.9308129285,58119.963701414315,64341.82260348584,56709.43453900518,0.0,3.0,0.0,1.0,0.0
20,1,1,65574.9308129285,65574.9308129285,49401.969138349516,57907.64033823529,44617.67236290937,0.0,0.0,0.0,0.0,0.0
25,1,1,52039.01854706254,46839.23629794719,39521.57530873786,44544.33872258962,25806.520177315804,0.0,3.0,0.0,1.0,0.0
30,1,1,43696.64819649306,40984.33175961067,32934.646094929885,38605.093555555555,12437.378769044844,0.0,2.0,0.0,0.0,0.0
35,1,1,37242.43556319917,36430.5171188982,28229.696651476126,32170.911297204064,20113.03698214677,0.0,1.0,0.0,1.0,0.0
40,1,1,32787.46540891283,32787.46540891283,24700.984569174758,28953.820169117644,12301.276398280526,0.0,0.0,0.0,0.0,0.0
45,1,1,29014.945786093867,27322.887839740448,21956.430729953252,25177.234929945513,9231.276509230942,0.0,3.0,0.0,1.0,0.0
50,1,1,26222.78096663011,25221.127237770143,19760.78765631068,23163.056134117647,9065.021659764257,0.0,2.0,0.0,0.0,0.0
