pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,493792.31031941023,0.0,493792.31031941023,0.0,493792.31031941023,0.0,493792.31031941023,0.0
10,1,4,308592.66055776895,0.0,308592.66055776895,0.0,308592.66055776895,0.0,308592.66055776895,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101763.01444902162,0.0,101763.01444902162,0.0,101763.01444902162,0.0,101763.01444902162,0.0
50,1,4,62770.25405526993,0.0,62770.25405526993,0.0,62770.25405526993,0.0,62770.25405526993,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,50881.50722451081,0.0,50881.50722451081,0.0,50881.50722451081,0.0,50881.50722451081,0.0
100,1,4,38835.123429684965,0.0,38835.123429684965,0.0,38835.123429684965,0.0,38835.123429684965,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10987.51256281407,1.0,10987.51256281407,1.0,10987.51256281407,1.0,10987.51256281407,1.0
287,1,6,12804.866004436615,1.0,12804.866004436615,1.0,12804.866004436615,1.0,12804.866004436615,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9470.586633460563,16.0,9470.586633460563,16.0,9470.586633460563,16.0,9470.586633460563,16.0
400,2,2,6277.076555023923,0.0,6277.076555023923,0.0,6277.076555023923,0.0,6277.076555023923,0.0
439,1,9,6778.882921455125,11.0,6778.882921455125,11.0,6778.882921455125,11.0,6778.882921455125,11.0
1000,1,2,4947.488372093023,0.0,4947.488372093023,0.0,4947.488372093023,0.0,4947.488372093023,0.0
1000,1,4,3521.0306988148754,0.0,3521.0306988148754,0.0,3521.0306988148754,0.0,3521.0306988148754,0.0
1000,2,2,2349.7209419964674,0.0,2349.7209419964674,0.0,2349.7209419964674,0.0,2349.7209419964674,0.0
