pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,778263.7577235773,0.0,778263.7577235773,0.0,778263.7577235773,0.0,778263.7577235773,0.0
10,1,4,778263.7577235773,0.0,778263.7577235773,0.0,778263.7577235773,0.0,778263.7577235773,0.0
10,2,2,389131.87886178866,0.0,389131.87886178866,0.0,389131.87886178866,0.0,389131.87886178866,0.0
17,7,7,60091.928562460766,1.0,60091.928562460766,1.0,60091.928562460766,1.0,60091.928562460766,1.0
50,1,2,155652.75154471546,0.0,155652.75154471546,0.0,155652.75154471546,0.0,155652.75154471546,0.0
50,1,4,155652.75154471546,0.0,155652.75154471546,0.0,155652.75154471546,0.0,155652.75154471546,0.0
50,2,2,77915.05958000978,0.0,77915.05958000978,0.0,77915.05958000978,0.0,77915.05958000978,0.0
75,3,5,33909.47297201559,0.0,33909.47297201559,0.0,33909.47297201559,0.0,33909.47297201559,0.0
100,1,2,77915.05958000978,0.0,77915.05958000978,0.0,77915.05958000978,0.0,77915.05958000978,0.0
100,1,4,77915.05958000978,0.0,77915.05958000978,0.0,77915.05958000978,0.0,77915.05958000978,0.0
100,2,2,38878.41856875965,0.0,38878.41856875965,0.0,38878.41856875965,0.0,38878.41856875965,0.0
115,4,2,16750.61982921537,0.0,16750.61982921537,0.0,16750.61982921537,0.0,16750.61982921537,0.0
287,1,6,17790.373587570626,0.0,17790.373587570626,0.0,17790.373587570626,0.0,17790.373587570626,0.0
400,1,2,19393.525567260942,0.0,19393.525567260942,0.0,19393.525567260942,0.0,19393.525567260942,0.0
400,1,4,19393.525567260942,0.0,19393.525567260942,0.0,19393.525567260942,0.0,19393.525567260942,0.0
400,2,2,9601.833794735998,0.0,9601.833794735998,0.0,9601.833794735998,0.0,9601.833794735998,0.0
439,1,9,9205.378941627876,0.0,9205.378941627876,0.0,9205.378941627876,0.0,9205.378941627876,0.0
1000,1,2,7653.829231630288,0.0,7653.829231630288,0.0,7653.829231630288,0.0,7653.829231630288,0.0
1000,1,4,7653.829231630288,0.0,7653.829231630288,0.0,7653.829231630288,0.0,7653.829231630288,0.0
1000,2,2,3707.2230998341543,0.0,3707.2230998341543,0.0,3707.2230998341543,0.0,3707.2230998341543,0.0
