instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.114,217721.9514,0.0114,10,190984.1679
m6g.medium,eu-west-1a,10,50.0,10,1,4,10.0,0.0,0.196,197708.9612,0.0196,10,100871.919
c6g.large,eu-west-1a,10,50.0,10,2,2,10.0,0.0,0.358,196786.35,0.0358,10,54968.2542
c7g.2xlarge,eu-west-1c,17,50.0,17,7,7,17.0,0.0,2.4038,431066.5509,0.1414,17,10548.6546
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.57,1088609.7571,0.0114,50,38196.8336
m6g.medium,eu-west-1a,50,50.0,50,1,4,50.0,0.0,0.98,988544.8062,0.0196,50,20174.3838
c6g.large,eu-west-1a,50,50.0,50,2,2,50.0,0.0,1.79,983931.75,0.0358,50,10993.6508
c6g.xlarge,eu-west-1c,75,40.0,75,3,5,75.0,0.0,5.5275,1475897.625,0.0737,75,3560.133
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,1.14,2177219.5143,0.0114,100,19098.4168
m6g.medium,eu-west-1a,100,50.0,100,1,4,100.0,0.0,1.96,1977089.6125,0.0196,100,10087.1919
c6g.large,eu-west-1a,100,50.0,100,2,2,100.0,0.0,3.58,1967863.5,0.0358,100,5496.8254
c6g.xlarge,eu-west-1c,115,40.0,115,4,2,115.0,0.0,8.4755,2263043.025,0.0737,115,2321.8259
r6g.medium,eu-west-1b,287,10.0,287,1,6,287.0,0.0,7.2324,5632667.2019,0.0252,287,2713.6245
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,4.56,8708878.0571,0.0114,400,4774.6042
m6g.medium,eu-west-1a,400,50.0,400,1,4,400.0,0.0,7.84,7908358.45,0.0196,400,2521.798
c6g.large,eu-west-1a,400,50.0,400,2,2,400.0,0.0,14.32,7871454.0,0.0358,400,1374.2064
x2gd.medium,eu-west-1a,439,50.0,439,1,9,439.0,0.0,20.1501,8688468.3354,0.0459,439,982.2035
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,11.4,21772195.1429,0.0114,1000,1909.8417
m6g.medium,eu-west-1a,1000,50.0,1000,1,4,1000.0,0.0,19.6,19770896.125,0.0196,1000,1008.7192
c6g.large,eu-west-1a,1000,50.0,1000,2,2,1000.0,0.0,35.8,19678635.0,0.0358,1000,549.6825
