instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.114,217721.9514,0.0114,10,190984.1679
m6g.4xlarge,eu-west-1a,1,50.0,10,1,4,16.0,6.0,0.3033,316334.338,0.019,1,65185.9417
c6g.16xlarge,eu-west-1c,1,50.0,10,2,2,32.0,22.0,1.0721,629716.32,0.0335,1,18355.2234
c6g.16xlarge,eu-west-1c,2,50.0,17,7,7,18.0,1.0,2.1442,354215.43,0.1191,2,9177.6117
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.57,1088609.7571,0.0114,50,38196.8336
m6g.4xlarge,eu-west-1a,4,50.0,50,1,4,64.0,14.0,1.2132,1265337.352,0.019,4,16296.4854
c6g.16xlarge,eu-west-1c,2,50.0,50,2,2,64.0,14.0,2.1442,1259432.64,0.0335,2,9177.6117
c6g.16xlarge,eu-west-1c,4,50.0,75,3,5,84.0,9.0,4.2884,1653005.34,0.0511,4,4588.8058
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,1.14,2177219.5143,0.0114,100,19098.4168
m6g.4xlarge,eu-west-1a,7,50.0,100,1,4,112.0,12.0,2.1231,2214340.366,0.019,7,9312.2774
c6g.16xlarge,eu-west-1c,4,50.0,100,2,2,128.0,28.0,4.2884,2518865.28,0.0335,4,4588.8058
c6g.16xlarge,eu-west-1c,8,50.0,115,4,2,128.0,13.0,8.5768,2518865.28,0.067,8,2294.4029
r6g.12xlarge,eu-west-1b,6,20.0,287,1,6,288.0,1.0,7.1514,5652293.22,0.0248,6,2744.3603
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,4.56,8708878.0571,0.0114,400,4774.6042
m6g.4xlarge,eu-west-1a,25,50.0,400,1,4,400.0,0.0,7.5825,7908358.45,0.019,25,2607.4377
c6g.16xlarge,eu-west-1c,13,50.0,400,2,2,416.0,16.0,13.9373,8186312.16,0.0335,13,1411.9403
r6g.12xlarge,eu-west-1b,11,20.0,439,1,9,462.0,23.0,13.1109,9067220.3738,0.0284,11,1496.9238
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,11.4,21772195.1429,0.0114,1000,1909.8417
m6g.4xlarge,eu-west-1a,63,50.0,1000,1,4,1008.0,8.0,19.1079,19929063.294,0.019,63,1034.6975
c6g.16xlarge,eu-west-1c,32,50.0,1000,2,2,1024.0,24.0,34.3072,20150922.24,0.0335,32,573.6007
