pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,237212.0206024096,237212.0206024096,196145.90216216215,196145.90216216215,0.0,0.0,0.0,0.0
10,1,4,119906.19799025577,7458.890058706515,102439.87626943004,102439.87626943004,0.0,182.0,0.0,0.0
10,2,2,86184.0664893617,55729.45066980449,56064.48717948719,18533.278395177997,0.0,6.0,0.0,22.0
17,7,7,13923.540729507544,11000.910716838192,8382.090982663882,9266.639197588998,0.0,5.0,0.0,1.0
50,1,2,47442.40413012048,47442.40413012048,39229.18043603603,39229.18043603603,0.0,0.0,0.0,0.0
50,1,4,24048.610863564187,7458.890058706515,20487.97525803109,20487.97525803109,0.0,142.0,0.0,0.0
50,2,2,17696.56734306737,12377.351459472497,11212.897435897436,9266.639197588998,0.0,22.0,0.0,14.0
75,3,5,7594.013185956429,4861.190713495981,3517.182305630027,4919.043869516311,0.0,42.0,0.0,5.0
100,1,2,23300.11563786982,23300.11563786982,19614.590218918915,19614.590218918915,0.0,0.0,0.0,0.0
100,1,4,12024.305431782093,7458.890058706515,10243.98762953368,10243.98762953368,0.0,92.0,0.0,0.0
100,2,2,8780.317171394327,7365.877530267502,5606.448717948718,4633.319598794499,0.0,20.0,0.0,28.0
115,4,2,3713.885522018153,3575.2384909297843,2293.8145471500175,2316.6597993972496,0.0,5.0,0.0,13.0
287,1,6,3884.7457320149474,2916.6130078832816,2768.5562111310796,2772.7413925856854,0.0,91.0,0.0,1.0
400,1,2,4941.403657006603,4380.21840571858,4903.647554673423,4903.647554673423,0.0,44.0,0.0,0.0
400,1,4,3008.189108365164,2486.296686235505,2560.99690738342,2560.99690738342,0.0,176.0,0.0,0.0
400,2,2,2105.651969105065,2022.6116106990878,1401.6121794871794,1425.636799629077,0.0,16.0,0.0,16.0
439,1,9,2179.8320001782618,2098.2260313200904,1004.078900977467,1512.4043959641685,0.0,19.0,0.0,23.0
1000,1,2,1780.2619808039601,1748.2732659988772,1961.459021882883,1961.459021882883,0.0,16.0,0.0,0.0
1000,1,4,1431.116909590061,1243.1483431177526,1024.3987629533679,1024.3987629533679,0.0,152.0,0.0,0.0
1000,2,2,821.780255864181,802.2621870838761,560.6448717948718,579.1649498493124,0.0,24.0,0.0,24.0
