pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1054591.2590673575,316707.68377483444,1054591.2590673575,575689.9912280701,1054591.2590673575,0.0,3.0,0.0,1.0,0.0
5,1,1,226015.9683010262,158353.84194654683,210918.25160621761,191896.66390513323,223399.88414192613,0.0,3.0,0.0,1.0,0.0
6,1,1,191896.66390513323,158353.84194654683,175765.20970063328,191896.66390513323,201257.75852927618,0.0,2.0,0.0,0.0,0.0
10,1,1,115137.99830409355,105569.22795122465,105459.12585492227,115137.99830409355,84657.3380788366,0.0,2.0,0.0,0.0,0.0
14,1,1,82241.42737796874,79176.92095849101,75327.94702336894,82241.42737796874,69014.6394382766,0.0,2.0,0.0,0.0,0.0
15,1,1,76277.27852080918,79176.92095849101,70306.08389176743,71961.2489491959,73810.35181848516,0.0,1.0,0.0,1.0,0.0
17,1,1,67353.07667744461,63341.53676442762,62034.7799092816,63965.554635044406,22754.206690296855,0.0,3.0,0.0,1.0,0.0
20,1,1,57568.99916666666,63341.53676442762,52729.56291450777,57568.99916666666,24061.81648697215,0.0,0.0,0.0,0.0,0.0
25,1,1,45881.308484989524,45243.95483463017,42183.65032953368,44283.8455136856,27970.556663644602,0.0,3.0,0.0,1.0,0.0
30,1,1,38379.33277452891,39588.46047924551,35153.04194588371,38379.33277452891,17949.498896462188,0.0,2.0,0.0,0.0,0.0
35,1,1,32807.721163404596,35189.74264748823,30131.178809347577,31982.77731300989,15032.35621968393,0.0,1.0,0.0,1.0,0.0
40,1,1,28784.49958333333,31670.768384578998,26364.781457253885,28784.49958333333,9400.125556792873,0.0,0.0,0.0,0.0,0.0
45,1,1,25532.42943285387,26392.30698616367,23435.361297255804,25029.99963795753,12576.732388216438,0.0,3.0,0.0,1.0,0.0
50,1,1,23027.599665497077,24362.129526739176,21091.82516683938,23027.599665497077,9936.051401407394,0.0,2.0,0.0,0.0,0.0
