instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
m8a.16xlarge,us-east-1b,1,1.0,10,1,2,64.0,54.0,0.394,3063246.1504,0.0062,1,121480.2566
m8a.16xlarge,us-east-1b,1,1.0,10,1,4,64.0,54.0,0.394,3063246.1504,0.0062,1,121480.2566
m8a.16xlarge,us-east-1b,1,1.0,10,2,2,32.0,22.0,0.394,1531623.0752,0.0123,1,121480.2566
m8a.16xlarge,us-east-1b,2,1.0,17,7,7,18.0,1.0,0.788,861537.9798,0.0438,2,60740.1283
m8a.16xlarge,us-east-1b,1,1.0,50,1,2,64.0,14.0,0.394,3063246.1504,0.0062,1,121480.2566
m8a.16xlarge,us-east-1b,1,1.0,50,1,4,64.0,14.0,0.394,3063246.1504,0.0062,1,121480.2566
m8a.16xlarge,us-east-1b,2,1.0,50,2,2,64.0,14.0,0.788,3063246.1504,0.0123,2,60740.1283
m8a.16xlarge,us-east-1b,4,1.0,75,3,5,84.0,9.0,1.576,4020510.5724,0.0188,4,30370.0641
m8a.16xlarge,us-east-1b,2,1.0,100,1,2,128.0,28.0,0.788,6126492.3008,0.0062,2,60740.1283
m8a.16xlarge,us-east-1b,2,1.0,100,1,4,128.0,28.0,0.788,6126492.3008,0.0062,2,60740.1283
m8a.16xlarge,us-east-1b,4,1.0,100,2,2,128.0,28.0,1.576,6126492.3008,0.0123,4,30370.0641
m8a.16xlarge,us-east-1b,8,1.0,115,4,2,128.0,13.0,3.152,6126492.3008,0.0246,8,15185.0321
m8a.16xlarge,us-east-1b,7,1.0,287,1,6,294.0,7.0,2.758,14071787.0034,0.0094,7,17354.3224
m8a.16xlarge,us-east-1b,7,1.0,400,1,2,448.0,48.0,2.758,21442723.0528,0.0062,7,17354.3224
m8a.16xlarge,us-east-1b,7,1.0,400,1,4,448.0,48.0,2.758,21442723.0528,0.0062,7,17354.3224
m8a.16xlarge,us-east-1b,13,1.0,400,2,2,416.0,16.0,5.122,19911099.9776,0.0123,13,9344.6351
r8a.48xlarge,us-east-1c,3,5.0,439,1,9,510.0,71.0,6.495,24104220.321,0.0127,3,7276.8556
m8a.16xlarge,us-east-1b,16,1.0,1000,1,2,1024.0,24.0,6.304,49011938.4064,0.0062,16,7592.516
m8a.16xlarge,us-east-1b,16,1.0,1000,1,4,1024.0,24.0,6.304,49011938.4064,0.0062,16,7592.516
m8a.16xlarge,us-east-1b,32,1.0,1000,2,2,1024.0,24.0,12.608,49011938.4064,0.0123,32,3796.258
