pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0
10,1,4,299639.2951644101,0.0,299639.2951644101,0.0,299639.2951644101,0.0,299639.2951644101,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0
50,1,4,61855.93116529449,0.0,61855.93116529449,0.0,61855.93116529449,0.0,61855.93116529449,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,18727.158881916715,0.0,18727.158881916715,0.0,18727.158881916715,0.0,18727.158881916715,0.0
100,1,2,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0
100,1,4,35685.01113915053,0.0,35685.01113915053,0.0,35685.01113915053,0.0,35685.01113915053,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10933.789865540615,1.0,10933.789865540615,1.0,10933.789865540615,1.0,10933.789865540615,1.0
287,1,6,12640.656314339229,1.0,12503.83417749745,1.0,12640.656314339229,1.0,12640.656314339229,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9339.203004776089,16.0,9339.203004776089,16.0,9339.203004776089,16.0,9339.203004776089,16.0
400,2,2,6168.851097178684,0.0,6168.851097178684,0.0,6168.851097178684,0.0,6168.851097178684,0.0
439,1,9,7123.5186203383755,13.0,7033.406724842315,9.0,7123.5186203383755,13.0,7123.5186203383755,13.0
1000,1,2,4856.154428070868,0.0,4856.154428070868,0.0,4856.154428070868,0.0,4856.154428070868,0.0
1000,1,4,3723.442962333135,0.0,3723.442962333135,0.0,3723.442962333135,0.0,3723.442962333135,0.0
1000,2,2,2279.6824069665104,0.0,2279.6824069665104,0.0,2279.6824069665104,0.0,2279.6824069665104,0.0
