pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,246107.47137499996,246107.47137499996,222165.25653061224,222165.25653061224,0.0,0.0,0.0,0.0
10,1,4,165638.81925133688,9627.101446552697,109231.47027624308,25441.894382962295,0.0,182.0,0.0,38.0
10,2,2,90525.41752824374,10879.61144684761,56710.76368876081,23775.081551286698,0.0,86.0,0.0,22.0
17,7,7,14256.63777065607,10879.611447502066,10715.37184554349,11887.540775643349,1.0,10.0,0.0,1.0
50,1,2,49221.494285,49221.494285,44433.051310204086,44433.051310204086,0.0,0.0,0.0,0.0
50,1,4,33127.76385026738,9627.101446552697,21846.294059668508,12720.947191481147,0.0,142.0,0.0,46.0
50,2,2,20333.519517833553,10879.61144684761,11342.152737752162,11887.540775643349,0.0,46.0,0.0,14.0
75,3,5,8947.758524722562,7200.14700860698,3254.4684979972567,5943.770387821675,0.0,21.0,0.0,9.0
100,1,2,24306.910758024693,24306.910758024693,22216.52565612245,22216.52565612245,0.0,0.0,0.0,0.0
100,1,4,16563.88192513369,9627.101446552697,10923.14703038674,8480.631460987432,0.0,92.0,0.0,44.0
100,2,2,10380.681329241974,7200.147008606979,5671.076368876081,5943.770387821674,0.0,44.0,0.0,28.0
115,4,2,4373.330975824829,4295.014865505887,2122.4794552031553,2971.885193910837,0.0,5.0,0.0,13.0
287,1,6,4507.736071035489,4110.023420124763,3066.5174177102085,3606.7957005550043,1.0,33.0,0.0,1.0
400,1,2,5447.650337255086,4946.953055105122,5554.131413966837,5554.131413966837,0.0,42.0,0.0,0.0
400,1,4,4599.529446671054,3209.033815517565,2730.786757596685,2826.8771536624777,0.0,176.0,0.0,32.0
400,2,2,2557.1638178236212,2376.9224304333056,1417.7690922190202,1828.852427022054,0.0,32.0,0.0,16.0
439,1,9,2619.8143521430075,2566.371932528325,1284.4200186292953,1967.3431094044874,0.0,14.0,0.0,23.0
1000,1,2,2096.501594056715,2059.2605853424852,2221.652565602041,2221.652565602041,0.0,18.0,0.0,0.0
1000,1,4,1839.8117786684213,1604.5169077587825,1092.314703038674,1211.5187801410616,0.0,152.0,0.0,8.0
1000,2,2,1018.6966628476532,1015.4170686364367,567.1076368876081,742.9712984777093,0.0,8.0,0.0,24.0
