pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,491377.67799511005,320498.9413680781,348708.35604166664,71795.79737609331,0.0,6.0,0.0,54.0
10,1,4,240255.6445979899,21005.3297165333,222763.1092173913,50768.44542707094,0.0,182.0,0.0,54.0
10,2,2,213665.96091205213,213665.96091205213,93638.49,71795.79737609331,2.0,2.0,0.0,22.0
17,7,7,37866.06122171946,37866.06122171946,16419.386733416773,35897.89868804665,0.0,0.0,0.0,1.0
50,1,2,101658.31998971193,91571.1261051652,69741.6712125,71795.79737609331,0.0,6.0,0.0,14.0
50,1,4,62529.13912291933,21005.3297165333,44552.62184695653,50768.44542707094,0.0,142.0,0.0,14.0
50,2,2,49307.5294412428,49307.5294412428,18727.698,35897.898688046655,2.0,2.0,0.0,14.0
75,3,5,18849.019820095695,17071.721663778164,5226.729083665338,17948.949344023324,0.0,9.0,0.0,9.0
100,1,2,50829.15999485597,49307.5294412428,34870.83560625,35897.898688046655,0.0,4.0,0.0,28.0
100,1,4,36021.513672233435,21005.3297165333,22276.310923478264,25384.22271353547,0.0,92.0,0.0,28.0
100,2,2,25639.915309446253,25639.915309446253,9363.849,17948.949344023327,0.0,0.0,0.0,28.0
115,4,2,10977.705567332367,10977.705567332367,3408.7363589121774,8974.474672011664,1.0,1.0,0.0,13.0
287,1,6,12722.687751199273,12722.687751199273,6635.362213323626,7252.63506103421,1.0,1.0,0.0,7.0
400,1,2,12819.957654723126,12819.957654723126,8717.708901497395,10256.54248229904,0.0,0.0,0.0,48.0
400,1,4,9005.378418058359,9296.948908022505,5569.077730978262,7252.635061010135,0.0,16.0,0.0,48.0
400,2,2,6257.117647058823,6257.117647058823,2340.96225,5522.753644314868,0.0,0.0,0.0,16.0
439,1,9,7156.511860049591,7156.511860049591,2518.6113214462716,4004.5830783223914,9.0,9.0,0.0,71.0
1000,1,2,4935.0808777429465,4935.0808777429465,3487.083560604167,4487.237336005832,0.0,0.0,0.0,24.0
1000,1,4,3651.5663950286526,3667.821754605041,2227.6310923913043,3173.0278391919337,0.0,24.0,0.0,24.0
1000,2,2,2316.540607846367,2280.3547677790134,936.3849,2243.618668002916,0.0,16.0,0.0,24.0
