instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,us-west-2d,1,50.0,1,1,1,2.0,1.0,0.0239,39377.1954,0.012,1,823790.6993
t4g.large,us-west-2d,3,50.0,5,1,1,6.0,1.0,0.0717,118131.5863,0.012,3,274596.8998
t4g.large,us-west-2d,3,50.0,6,1,1,6.0,0.0,0.0717,118131.5863,0.012,3,274596.8998
t4g.large,us-west-2d,5,50.0,10,1,1,10.0,0.0,0.1195,196885.9771,0.012,5,164758.1399
t4g.large,us-west-2d,7,50.0,14,1,1,14.0,0.0,0.1673,275640.368,0.012,7,117684.3856
t4g.large,us-west-2d,8,50.0,15,1,1,16.0,1.0,0.1912,315017.5634,0.012,8,102973.8374
t4g.large,us-west-2d,9,50.0,17,1,1,18.0,1.0,0.2151,354394.7589,0.012,9,91532.2999
t4g.large,us-west-2d,10,50.0,20,1,1,20.0,0.0,0.239,393771.9543,0.012,10,82379.0699
t4g.large,us-west-2d,13,50.0,25,1,1,26.0,1.0,0.3107,511903.5406,0.012,13,63368.5153
t4g.large,us-west-2d,15,50.0,30,1,1,30.0,0.0,0.3585,590657.9314,0.012,15,54919.38
t4g.large,us-west-2d,18,50.0,35,1,1,36.0,1.0,0.4302,708789.5177,0.012,18,45766.15
t4g.large,us-west-2d,20,50.0,40,1,1,40.0,0.0,0.478,787543.9086,0.012,20,41189.535
t4g.large,us-west-2d,23,50.0,45,1,1,46.0,1.0,0.5497,905675.4949,0.012,23,35816.9869
t4g.large,us-west-2d,25,50.0,50,1,1,50.0,0.0,0.5975,984429.8857,0.012,25,32951.628
