instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,ap-northeast-1a,1,5.0,1,1,1,2.0,1.0,0.0354,39377.1954,0.0177,1,556175.0767
t4g.large,ap-northeast-1a,3,5.0,5,1,1,6.0,1.0,0.1062,118131.5863,0.0177,3,185391.6922
t4g.large,ap-northeast-1a,3,5.0,6,1,1,6.0,0.0,0.1062,118131.5863,0.0177,3,185391.6922
t4g.large,ap-northeast-1a,5,5.0,10,1,1,10.0,0.0,0.177,196885.9771,0.0177,5,111235.0153
t4g.large,ap-northeast-1a,7,5.0,14,1,1,14.0,0.0,0.2478,275640.368,0.0177,7,79453.5824
t4g.large,ap-northeast-1a,8,5.0,15,1,1,16.0,1.0,0.2832,315017.5634,0.0177,8,69521.8846
t4g.large,ap-northeast-1a,9,5.0,17,1,1,18.0,1.0,0.3186,354394.7589,0.0177,9,61797.2307
t4g.large,ap-northeast-1a,10,5.0,20,1,1,20.0,0.0,0.354,393771.9543,0.0177,10,55617.5077
t4g.large,ap-northeast-1a,13,5.0,25,1,1,26.0,1.0,0.4602,511903.5406,0.0177,13,42782.6982
t4g.large,ap-northeast-1a,15,5.0,30,1,1,30.0,0.0,0.531,590657.9314,0.0177,15,37078.3384
t4g.large,ap-northeast-1a,18,5.0,35,1,1,36.0,1.0,0.6372,708789.5177,0.0177,18,30898.6154
t4g.large,ap-northeast-1a,20,5.0,40,1,1,40.0,0.0,0.708,787543.9086,0.0177,20,27808.7538
t4g.large,ap-northeast-1a,23,5.0,45,1,1,46.0,1.0,0.8142,905675.4949,0.0177,23,24181.5251
t4g.large,ap-northeast-1a,25,5.0,50,1,1,50.0,0.0,0.885,984429.8857,0.0177,25,22247.0031
