pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1485665.0583941606,461101.9583333334,1485665.0583941606,810230.3580246913,1485665.0583941606,0.0,3.0,0.0,1.0,0.0
5,1,1,318163.7306581059,230550.97925275486,297133.01138686127,270076.7862368541,312578.76393110433,0.0,3.0,0.0,1.0,0.0
6,1,1,270076.7862368541,230550.97925275486,247610.84286293594,270076.7862368541,258913.45091933574,0.0,2.0,0.0,0.0,0.0
10,1,1,162046.0716872428,153700.6528160392,148566.50576642336,162046.0716872428,110299.84244920373,0.0,2.0,0.0,0.0,0.0
14,1,1,115747.19408751154,115275.48960485536,106118.9326679577,115747.19408751154,93633.29460001054,0.0,2.0,0.0,0.0,0.0
15,1,1,107360.89202031195,115275.48960485536,99044.33716139497,101278.79481738684,84370.07201235446,0.0,1.0,0.0,1.0,0.0
17,1,1,94799.21268055515,92220.39168044076,87392.06220796605,90025.5954122847,39455.21785039062,0.0,3.0,0.0,1.0,0.0
20,1,1,81023.03586419753,92220.39168044076,74283.2528649635,81023.03586419753,32819.6099877451,0.0,0.0,0.0,0.0,0.0
25,1,1,64576.47643629217,65871.70834738854,59426.602289051094,62325.412204446395,47518.77317948717,0.0,3.0,0.0,1.0,0.0
30,1,1,54015.35723822588,57637.74480242768,49522.168580697486,54015.35723822588,32693.62704220558,0.0,2.0,0.0,0.0,0.0
35,1,1,46175.253286919266,51233.550934428466,42447.57306718308,45012.79769979169,28528.985170481566,0.0,1.0,0.0,1.0,0.0
40,1,1,40511.517932098766,46110.19584366391,37141.62643248175,40511.517932098766,18607.879939945757,0.0,0.0,0.0,0.0,0.0
45,1,1,35935.392656088516,38425.16320161846,33014.77905379832,35227.40689786615,15247.798957375038,0.0,3.0,0.0,1.0,0.0
50,1,1,32409.214344032916,35469.38141840677,29713.301147445254,32409.214344032916,14323.42979126752,0.0,2.0,0.0,0.0,0.0
