pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,538366.3123931623,369821.41705790296,359957.01268817205,64805.153947368424,0.0,6.0,0.0,54.0
10,1,4,588582.5292652553,369821.41705790296,228729.97821428571,44009.20385243086,0.0,6.0,0.0,54.0
10,2,2,269471.0526203208,52643.32490532412,92895.32738095238,64805.153947368424,0.0,46.0,0.0,22.0
17,7,7,37705.75780800919,30494.339699335436,16396.12981169805,32402.576973684212,0.0,10.0,0.0,1.0
50,1,2,103754.45174238642,52643.32490532412,71991.40254193549,64805.153947368424,0.0,62.0,0.0,14.0
50,1,4,117951.5275767407,52643.32490532412,45745.99564642857,44009.20385243086,0.0,62.0,0.0,14.0
50,2,2,51890.178986267165,52643.32490532412,18579.065476190477,32402.576973684212,0.0,6.0,0.0,14.0
75,3,5,25687.905375292135,20372.937238674083,5289.955645161291,16201.288486842106,0.0,21.0,0.0,9.0
100,1,2,51890.178986267165,52643.32490532412,35995.701270967744,32402.576973684212,0.0,12.0,0.0,28.0
100,1,4,58924.295100361545,52643.32490532412,22872.997823214286,22004.60192621543,0.0,12.0,0.0,28.0
100,2,2,25639.915309446253,29443.79335908298,9289.532738095239,16201.288486842106,0.0,0.0,0.0,28.0
115,4,2,11142.593747750201,10922.09393848358,3449.9710729312765,8100.644243421053,0.0,19.0,0.0,13.0
287,1,6,20397.556039877432,13530.051843581816,6735.89800443459,6735.89800443459,1.0,147.0,0.0,0.0
400,1,2,12819.957654723126,13530.051843581816,8998.925317674732,9257.879135338346,0.0,34.0,0.0,48.0
400,1,4,14680.28485789719,13530.051843581816,5718.249455915178,6287.029121775837,0.0,34.0,0.0,48.0
400,2,2,6327.53536977492,7309.153163323694,2322.3831845238096,4985.011842105264,0.0,0.0,0.0,16.0
439,1,9,11797.213663480017,11797.213663480017,2561.5421962436512,3345.3849209799264,0.0,0.0,0.0,137.0
1000,1,2,4997.748571428571,5610.13900956722,3599.570127075269,4050.3221217105265,0.0,40.0,0.0,24.0
1000,1,4,5835.968821771665,5610.13900956722,2287.299782366071,2750.5752407769287,0.0,40.0,0.0,24.0
1000,2,2,2845.5365423791714,2839.800045578863,928.9532738095238,2025.1610608552633,0.0,2.0,0.0,24.0
