pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,964626.1279620853,648759.7325581396,964626.1279620853,582502.8905325443,964626.1279620853,0.0,1.0,0.0,1.0,0.0
5,1,1,223467.87395715897,216253.24407838073,192925.22540284361,194167.6303418803,140475.64859211587,0.0,1.0,0.0,1.0,0.0
6,1,1,194167.6303418803,216253.24407838073,160771.021195366,194167.6303418803,195972.2012345679,0.0,0.0,0.0,0.0,0.0
10,1,1,116500.57816568046,129751.94643410853,96462.61274881517,116500.57816568046,127966.36918960244,0.0,0.0,0.0,0.0,0.0
14,1,1,83214.69870788552,92679.96173469388,68901.86623464552,83214.69870788552,61043.77522754254,0.0,0.0,0.0,0.0,0.0
15,1,1,76573.27106454533,81094.96652434593,64308.408488678244,72812.86136279585,49678.75677958797,0.0,1.0,0.0,1.0,0.0
17,1,1,67676.5562909898,72084.41469279357,56742.713376736254,64722.54344729345,28974.239249741313,0.0,1.0,0.0,1.0,0.0
20,1,1,58250.289097633125,64875.97321705426,48231.30636255925,58250.289097633125,31432.865896713618,0.0,0.0,0.0,0.0,0.0
25,1,1,46203.88623388798,49904.59478349617,38585.04508815166,44807.91469136235,29344.53627344992,0.0,1.0,0.0,1.0,0.0
30,1,1,38833.52606180144,43250.64881567615,32154.204244339122,38833.52606180144,25309.477457157256,0.0,0.0,0.0,0.0,0.0
35,1,1,33083.09233314948,34054.93609519731,27560.74649385821,32361.27171908101,13189.345088357994,0.0,3.0,0.0,1.0,0.0
40,1,1,29125.144548816563,30782.53074110564,24115.653181279624,29125.144548816563,15361.430456586111,0.0,2.0,0.0,0.0,0.0
45,1,1,25766.1511616756,28083.89444849723,21436.13616289275,25326.212651424485,10205.170050570727,0.0,1.0,0.0,1.0,0.0
50,1,1,23300.11563786982,25820.287066718087,19292.522545971562,23300.11563786982,11105.941052132703,0.0,0.0,0.0,0.0,0.0
