alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.01,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.02,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.03,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.04,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.05,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.06,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.07,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.08,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.09,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.1,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.11,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.12,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.13,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.14,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.15,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.16,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.17,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.18,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.19,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.2,1.0519,1476827,1403961.5558513165,75,0,"{'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az6': 6, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 1}"
0.21,1.1678,1654399,1416680.6331563625,84,9,"{'c6gd.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 2}"
0.22,6.515499999999999,9015074,1383635.080745914,421,346,"{'c6gd.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 15, 'm8g.metal-48xl_use1-az4': 1}"
0.23,7.719,10589365,1371857.1276849334,501,426,"{'c6gd.12xlarge_use1-az4': 5, 'c6gd.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 15, 'm8g.metal-48xl_use1-az4': 1}"
0.24,10.834000000000001,14525092,1340695.2343178883,701,626,"{'c6gd.12xlarge_use1-az4': 5, 'c6gd.16xlarge_use1-az4': 1, 'c6gd.2xlarge_use1-az2': 50, 'c6gd.2xlarge_use1-az6': 50, 'g5g.16xlarge_use1-az4': 1, 'g5g.16xlarge_use1-az6': 15, 'm8g.metal-48xl_use1-az4': 1}"
