alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.01,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.02,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.03,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.04,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.05,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.06,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.07,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.08,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.09,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.1,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.11,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.12,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.13,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.14,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.15,0.5332,1962812,3681193.323330832,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.16,0.5406000000000001,2007995,3714383.234924157,100,0,"{'m8g.xlarge_use1-az5': 1, 'r6g.8xlarge_use1-az5': 3}"
0.17,0.5406000000000001,2007995,3714383.234924157,100,0,"{'m8g.xlarge_use1-az5': 1, 'r6g.8xlarge_use1-az5': 3}"
0.18,0.5406000000000001,2007995,3714383.234924157,100,0,"{'m8g.xlarge_use1-az5': 1, 'r6g.8xlarge_use1-az5': 3}"
0.19,0.5406000000000001,2007995,3714383.234924157,100,0,"{'m8g.xlarge_use1-az5': 1, 'r6g.8xlarge_use1-az5': 3}"
0.2,0.5406000000000001,2007995,3714383.234924157,100,0,"{'m8g.xlarge_use1-az5': 1, 'r6g.8xlarge_use1-az5': 3}"
0.21,1.4464,5947096,4111653.876106195,192,92,{'m8g.metal-48xl_use1-az4': 1}
0.22,1.4464,5947096,4111653.876106195,192,92,{'m8g.metal-48xl_use1-az4': 1}
0.23,9.8214,37348725,3802790.352332661,1792,1692,"{'m8g.metal-48xl_use1-az4': 1, 'r6g.8xlarge_use1-az5': 50}"
0.24,9.8214,37348725,3802790.352332661,1792,1692,"{'m8g.metal-48xl_use1-az4': 1, 'r6g.8xlarge_use1-az5': 50}"
0.25,9.8214,37348725,3802790.352332661,1792,1692,"{'m8g.metal-48xl_use1-az4': 1, 'r6g.8xlarge_use1-az5': 50}"
0.26,101.1199,328478493,3248406.0337717887,11432,11332,"{'inf2.48xlarge_use1-az6': 25, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 25, 'm8g.xlarge_use1-az5': 10, 'r6g.8xlarge_use1-az5': 50}"
0.27,112.8478,364200641,3227361.464811897,12584,12484,"{'inf2.48xlarge_use1-az6': 25, 'm8g.metal-48xl_use1-az2': 1, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 25, 'm8g.xlarge_use1-az5': 10, 'r6g.8xlarge_use1-az5': 50, 'r8g.48xlarge_use1-az4': 5}"
