instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.115,217721.9514,0.0115,10,189323.436
m6g.4xlarge,eu-west-1a,1,50.0,10,1,4,16.0,6.0,0.3,316334.338,0.0188,1,65902.9871
c6g.8xlarge,eu-west-1b,1,50.0,10,2,2,16.0,6.0,0.5189,314858.16,0.0324,1,37923.7522
c6g.16xlarge,eu-west-1c,2,50.0,17,7,7,18.0,1.0,2.1992,354215.43,0.1222,2,8948.0879
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.575,1088609.7571,0.0115,50,37864.6872
m6g.4xlarge,eu-west-1a,4,50.0,50,1,4,64.0,14.0,1.2,1265337.352,0.0188,4,16475.7468
c6g.8xlarge,eu-west-1b,4,50.0,50,2,2,64.0,14.0,2.0756,1259432.64,0.0324,4,9480.938
c6g.12xlarge,eu-west-1b,5,50.0,75,3,5,80.0,5.0,4.1435,1574290.8,0.0518,5,4749.2784
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,1.15,2177219.5143,0.0115,100,18932.3436
m6g.4xlarge,eu-west-1a,7,50.0,100,1,4,112.0,12.0,2.1,2214340.366,0.0188,7,9414.7124
c6g.8xlarge,eu-west-1b,7,50.0,100,2,2,112.0,12.0,3.6323,2204007.12,0.0324,7,5417.6789
c6g.8xlarge,eu-west-1b,15,50.0,115,4,2,120.0,5.0,7.7835,2361436.2,0.0649,15,2528.2501
r6g.8xlarge,eu-west-1a,9,50.0,287,1,6,288.0,1.0,7.2342,5652293.22,0.0251,9,2712.9493
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,4.6,8708878.0571,0.0115,400,4733.0859
m6g.4xlarge,eu-west-1a,25,50.0,400,1,4,400.0,0.0,7.5,7908358.45,0.0188,25,2636.1195
c6g.8xlarge,eu-west-1b,25,50.0,400,2,2,400.0,0.0,12.9725,7871454.0,0.0324,25,1516.9501
r6g.8xlarge,eu-west-1a,16,50.0,439,1,9,448.0,9.0,12.8608,8792456.12,0.0287,16,1526.034
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,11.5,21772195.1429,0.0115,1000,1893.2344
m6g.4xlarge,eu-west-1a,63,50.0,1000,1,4,1008.0,8.0,18.9,19929063.294,0.0188,63,1046.0792
c6g.8xlarge,eu-west-1b,63,50.0,1000,2,2,1008.0,8.0,32.6907,19836064.08,0.0324,63,601.9643
