pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,493792.31031941023,61636.90284298382,356127.68276595743,71795.79737609331,0.0,86.0,0.0,54.0
10,1,4,241164.55624211856,61636.90284298382,226705.81911504423,71795.79737609331,0.0,86.0,0.0,22.0
10,2,2,213665.96091205213,61636.90284298382,92528.15217391304,71795.79737609331,2.0,38.0,0.0,22.0
17,7,7,45832.61758754761,30818.45142149191,16326.7526756824,35897.89868804665,0.0,9.0,0.0,1.0
50,1,2,101763.01444902162,61636.90284298382,71225.5365574468,71795.79737609331,0.0,46.0,0.0,14.0
50,1,4,63176.271222509706,61636.90284298382,45341.16382654868,35897.898688046655,0.0,46.0,0.0,14.0
50,2,2,56603.497487340246,30818.45142149191,18505.63043478261,35897.898688046655,2.0,46.0,0.0,14.0
75,3,5,24978.299618238754,22374.801127017177,5237.161676646707,17948.949344023324,1.0,10.0,0.0,9.0
100,1,2,56603.497487340246,30818.45142149191,35612.7682787234,35897.898688046655,4.0,92.0,0.0,28.0
100,1,4,57880.621211285266,30818.45142149191,22670.58191327434,17948.949344023327,0.0,92.0,0.0,28.0
100,2,2,29508.275532826185,29508.275532826185,9252.815217391306,17948.949344023327,0.0,0.0,0.0,28.0
115,4,2,12063.679786900995,12063.679786900995,3415.540223900026,8974.474672011664,1.0,1.0,0.0,13.0
287,1,6,18660.58102839488,18660.58102839488,6685.252154777188,5128.271241149521,1.0,1.0,0.0,7.0
400,1,2,14117.512311519,14117.512311519,8903.192069614362,10256.54248229904,0.0,0.0,0.0,48.0
400,1,4,11993.026766150411,10989.33136603291,5667.645478429205,5522.753644314868,16.0,48.0,0.0,16.0
400,2,2,6760.301553647628,6760.301553647628,2313.2038043478265,5522.753644314868,0.0,0.0,0.0,16.0
439,1,9,9341.553043766442,9341.553043766442,2532.7608232521497,3324.143005581712,11.0,11.0,0.0,137.0
1000,1,2,5334.230474839812,5334.230474839812,3561.276827851064,4487.237336005832,0.0,0.0,0.0,24.0
1000,1,4,4129.553285285119,4129.553285285119,2267.0581913716815,2243.618668002916,0.0,0.0,0.0,24.0
1000,2,2,2501.2692594467467,2459.7818586764224,925.2815217391304,2243.618668002916,0.0,16.0,0.0,24.0
