pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1464288.582733813,897479.9517426274,1464288.582733813,800349.4999999999,1022794.5376884422,0.0,1.0,0.0,1.0,0.0
5,1,1,314129.9591125198,299159.9837652666,292857.7162589928,266783.1668925022,236613.6854945055,0.0,1.0,0.0,1.0,0.0
6,1,1,266783.1668925022,299159.9837652666,244048.09692246205,266783.1668925022,99719.99463806971,0.0,0.0,0.0,0.0,0.0
10,1,1,160069.90008130082,179495.99024128687,146428.85820143885,160069.90008130082,139193.3562889813,0.0,0.0,0.0,0.0,0.0
14,1,1,114335.64294010287,128211.42159544783,104592.04155043312,114335.64294010287,59760.54257618327,0.0,0.0,0.0,0.0,0.0
15,1,1,106034.02446713239,112184.99390499329,97619.23878497203,100043.68756351626,67170.54282051283,0.0,1.0,0.0,1.0,0.0
17,1,1,93629.40749322984,99719.9945884222,86134.62246396653,88927.72229750075,50538.71210845698,0.0,1.0,0.0,1.0,0.0
20,1,1,80034.9500609756,89747.99512064343,73214.42908273381,80034.9500609756,68423.10103474706,0.0,0.0,0.0,0.0,0.0
25,1,1,63782.588987382725,69036.91932515823,58571.54326330935,61565.34620195314,22547.858270735527,0.0,1.0,0.0,1.0,0.0
30,1,1,53356.633369467025,59831.996753053325,48809.61939248601,53356.633369467025,28359.317452469244,0.0,0.0,0.0,0.0,0.0
35,1,1,45608.88244123384,49859.99729007381,41836.81662017325,44463.86114247716,24584.347102182397,0.0,1.0,0.0,1.0,0.0
40,1,1,40017.4750304878,44873.99756367292,36607.214541366906,40017.4750304878,22150.30146581836,0.0,0.0,0.0,0.0,0.0
45,1,1,35495.18247763166,39020.86744679881,32539.746261657343,34797.80437472145,16098.55895216401,0.0,1.0,0.0,1.0,0.0
50,1,1,32013.980022764226,35899.19805040214,29285.77163453237,32013.980022764226,12311.063050678373,0.0,0.0,0.0,0.0,0.0
