instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.07,203536.1129,0.007,10,290765.8755
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.126,197708.9612,0.0126,10,156911.874
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.244,303609.206,0.0244,10,124430.0025
c8gn.2xlarge,us-west-2d,17,45.0,17,7,7,17.0,0.0,1.6711,523344.1254,0.0983,17,18421.9667
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.35,1017680.5643,0.007,50,58153.1751
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.63,988544.8062,0.0126,50,31382.3748
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.22,1518046.03,0.0244,50,24886.0005
c5ad.xlarge,us-west-2d,75,20.0,75,3,5,75.0,0.0,4.2525,1755721.6875,0.0567,75,5504.9083
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.7,2035361.1286,0.007,100,29076.5876
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.26,1977089.6125,0.0126,100,15691.1874
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.44,3036092.06,0.0244,100,12443.0002
c5ad.xlarge,us-west-2d,115,20.0,115,4,2,115.0,0.0,6.5205,2692106.5875,0.0567,115,3590.1576
r7g.medium,us-west-2d,287,50.0,287,1,6,287.0,0.0,5.0799,7323745.212,0.0177,287,5023.3816
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,2.8,8141444.5143,0.007,400,7269.1469
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,5.04,7908358.45,0.0126,400,3922.7969
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,9.76,12144368.24,0.0244,400,3110.7501
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,11.3701,8688468.3354,0.0259,439,1740.6619
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,7.0,20353611.2857,0.007,1000,2907.6588
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,12.6,19770896.125,0.0126,1000,1569.1187
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,24.4,30360920.6,0.0244,1000,1244.3
