pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,920977.886877828,701802.9811320755,920977.886877828,593030.0512048192,920977.886877828,0.0,1.0,0.0,1.0,0.0
5,1,1,262566.1617021277,233934.32692755648,184195.57719457013,197676.68390227578,234790.898021309,0.0,1.0,0.0,1.0,0.0
6,1,1,233934.32692755648,233934.32692755648,153496.3143539467,197676.68390227578,194176.34677107504,0.0,0.0,0.0,0.0,0.0
10,1,1,140360.59614255765,140360.59614255765,92097.78864253394,118606.0103012048,72815.35917431193,0.0,0.0,0.0,0.0,0.0
14,1,1,100257.56866897702,100257.56866897702,65784.1347308154,84718.57880501599,65654.66811798853,0.0,0.0,0.0,0.0,0.0
15,1,1,91576.33741573033,87725.37259237422,61398.525751633984,74128.75644766566,59423.29871151271,0.0,1.0,0.0,1.0,0.0
17,1,1,81010.89134330967,77978.10897585216,54175.16978502873,65892.22796742526,48534.008459982506,0.0,1.0,0.0,1.0,0.0
20,1,1,70180.29807127883,70180.29807127883,46048.894309954754,59303.005165662646,43196.567935950006,0.0,0.0,0.0,0.0,0.0
25,1,1,54368.0315331565,53518.788458464005,36839.115446153846,45617.69628217011,16446.897764521193,0.0,1.0,0.0,1.0,0.0
30,1,1,46205.662088796875,46205.662088796875,30699.262875816992,39535.336773761715,14189.556705662937,0.0,0.0,0.0,0.0,0.0
35,1,1,38345.93606020109,38345.93606020109,26313.653892326165,32946.1139790644,11089.850041378448,1.0,1.0,0.0,1.0,0.0
40,1,1,34440.33146347737,34440.33146347737,23024.447154977377,29651.502582831323,13697.45980071243,0.0,0.0,0.0,0.0,0.0
45,1,1,29875.950185282196,29875.950185282196,20466.17525054466,25783.91528970324,9515.266627437793,1.0,1.0,0.0,1.0,0.0
50,1,1,27450.59629520295,27450.59629520295,18419.557724886876,23721.20206506024,7837.905813420138,0.0,0.0,0.0,0.0,0.0
