instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,ap-northeast-1a,1,50.0,1,1,1,1.0,0.0,0.019,20353.6113,0.019,1,1071242.6992
t3.medium,ap-northeast-1a,5,50.0,5,1,1,5.0,0.0,0.095,101768.0564,0.019,5,214248.5398
t3.medium,ap-northeast-1a,6,50.0,6,1,1,6.0,0.0,0.114,122121.6677,0.019,6,178540.4499
t3.medium,ap-northeast-1a,10,50.0,10,1,1,10.0,0.0,0.19,203536.1129,0.019,10,107124.2699
t3.medium,ap-northeast-1a,14,50.0,14,1,1,14.0,0.0,0.266,284950.558,0.019,14,76517.3357
t3.medium,ap-northeast-1a,15,50.0,15,1,1,15.0,0.0,0.285,305304.1693,0.019,15,71416.1799
t3.medium,ap-northeast-1a,17,50.0,17,1,1,17.0,0.0,0.323,346011.3919,0.019,17,63014.2764
t3.medium,ap-northeast-1a,20,50.0,20,1,1,20.0,0.0,0.38,407072.2257,0.019,20,53562.135
t3.medium,ap-northeast-1a,25,50.0,25,1,1,25.0,0.0,0.475,508840.2821,0.019,25,42849.708
t3.medium,ap-northeast-1a,30,50.0,30,1,1,30.0,0.0,0.57,610608.3386,0.019,30,35708.09
t3.medium,ap-northeast-1a,35,50.0,35,1,1,35.0,0.0,0.665,712376.395,0.019,35,30606.9343
t3.medium,ap-northeast-1a,40,50.0,40,1,1,40.0,0.0,0.76,814144.4514,0.019,40,26781.0675
t3.medium,ap-northeast-1a,45,50.0,45,1,1,45.0,0.0,0.855,915912.5079,0.019,45,23805.3933
t3.medium,ap-northeast-1a,50,50.0,50,1,1,50.0,0.0,0.95,1017680.5643,0.019,50,21424.854
