pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1060083.9218750002,322815.8358244937,1060083.9218750002,556175.0762711863,1060083.9218750002,0.0,3.0,0.0,1.0,0.0
5,1,1,220240.00466666667,161407.91797251688,212016.78416666668,185391.69224733207,131286.64,0.0,3.0,0.0,1.0,0.0
6,1,1,185391.69224733207,161407.91797251688,176680.65350115742,185391.69224733207,196110.14752977935,0.0,2.0,0.0,0.0,0.0
10,1,1,111235.01531073445,107605.27863495125,106008.39213541668,111235.01531073445,94103.32516556291,0.0,2.0,0.0,0.0,0.0
14,1,1,90927.48332302617,80703.95897119094,75720.28008078232,79453.5823821054,57930.60687997596,0.0,2.0,0.0,0.0,0.0
15,1,1,84120.4690365509,80703.95897119094,70672.26141203704,69521.88457803671,51265.141201097154,0.0,1.0,0.0,1.0,0.0
17,1,1,75355.06183247492,64563.16717454195,62357.87772130911,61797.2307491107,52367.41286896534,0.0,3.0,0.0,1.0,0.0
20,1,1,64563.16717454195,64563.16717454195,53004.196054687505,55617.507669491526,35518.30470380194,0.0,0.0,0.0,0.0,0.0
25,1,1,51373.723953850946,46116.54798476768,42403.35684166667,42782.698208136935,19294.261413383367,0.0,3.0,0.0,1.0,0.0
30,1,1,42764.79953150314,40351.97948559547,35336.13070601852,37078.33844318895,13621.543271960107,0.0,2.0,0.0,0.0,0.0
35,1,1,36545.153859824866,35868.42620867412,30288.11203231292,30898.615370195996,14784.096276194345,0.0,1.0,0.0,1.0,0.0
40,1,1,32281.583589681777,32281.583589681777,26502.098027343753,27808.753834745763,8395.958059033988,0.0,0.0,0.0,0.0,0.0
45,1,1,28609.702125662174,26901.319657063646,23557.42047067901,24181.52507395897,11501.566285377563,0.0,3.0,0.0,1.0,0.0
50,1,1,25726.29004844507,24831.987376820936,21201.678422916666,22247.003066666668,7650.008872842804,0.0,2.0,0.0,0.0,0.0
