pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1060083.9218750002,320651.3618295019,1060083.9218750002,579076.4029411764,1060083.9218750002,0.0,3.0,0.0,1.0,0.0
5,1,1,227311.93142201836,160325.68097461684,212016.78416666668,193025.4678104575,187396.3914708442,0.0,3.0,0.0,1.0,0.0
6,1,1,193025.4678104575,160325.68097461684,176680.65350115742,193025.4678104575,203225.3623137803,0.0,2.0,0.0,0.0,0.0
10,1,1,115815.28064705881,106883.78730310772,106008.39213541668,115815.28064705881,73012.00039985459,0.0,2.0,0.0,0.0,0.0
14,1,1,82725.20048019208,80162.84047234194,75720.28008078232,82725.20048019208,58592.935009685876,0.0,2.0,0.0,0.0,0.0
15,1,1,76722.13045619492,80162.84047234194,70672.26141203704,72384.55041360293,78622.64016309887,0.0,1.0,0.0,1.0,0.0
17,1,1,67746.27801793793,64130.27237547892,62357.87772130911,64341.82260348584,38211.64121094786,0.0,3.0,0.0,1.0,0.0
20,1,1,57907.64033823529,64130.27237547892,53004.196054687505,57907.64033823529,34301.776393203,0.0,0.0,0.0,0.0,0.0
25,1,1,46149.808651685395,45807.337413988585,42403.35684166667,44544.33872258962,35074.41726351351,0.0,3.0,0.0,1.0,0.0
30,1,1,38605.093555555555,40081.42023617097,35336.13070601852,38605.093555555555,13623.083131892727,0.0,2.0,0.0,0.0,0.0
35,1,1,32999.99682327051,35627.92909807956,30288.11203231292,32170.911297204064,17829.855185047374,0.0,1.0,0.0,1.0,0.0
40,1,1,28953.820169117644,32065.136190134097,26502.098027343753,28953.820169117644,10880.59900765397,0.0,0.0,0.0,0.0,0.0
45,1,1,25682.189511644072,26720.946824113984,23557.42047067901,25177.234929945513,10823.913790497043,0.0,3.0,0.0,1.0,0.0
50,1,1,23163.056134117647,24665.489377167927,21201.678422916666,23163.056134117647,8816.384553110183,0.0,2.0,0.0,0.0,0.0
