pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1321663.0714285714,1076398.7845659165,1321663.0714285714,924347.3098591549,1197271.2529411765,0.0,1.0,0.0,1.0,0.0
5,1,1,341751.7313793103,358799.59467667027,264332.614025974,308115.77021387586,314914.7311193112,0.0,1.0,0.0,1.0,0.0
6,1,1,308115.77021387586,358799.59467667027,220277.1783910534,308115.77021387586,189674.4659971811,0.0,0.0,0.0,0.0,0.0
10,1,1,215279.75678456592,215279.75678456592,132166.30707792207,184869.4620657277,144475.61943779903,0.0,0.0,0.0,0.0,0.0
14,1,1,150453.9423756019,150453.9423756019,94404.50503578054,132049.61578997795,82881.90687670215,0.0,0.0,0.0,0.0,0.0
15,1,1,130765.6335205078,130765.6335205078,88110.87137085137,115543.41380575117,101531.5777093754,1.0,1.0,0.0,1.0,0.0
17,1,1,115633.85900978699,115633.85900978699,77744.88650968409,102705.25673795861,43403.37173802142,1.0,1.0,0.0,1.0,0.0
20,1,1,103640.87362229102,103640.87362229102,66083.15352272727,92434.73105633803,45896.34632549836,0.0,0.0,0.0,0.0,0.0
25,1,1,79046.05001362275,79046.05001362275,52866.522815584416,71103.63927549518,30585.33841432225,1.0,1.0,0.0,1.0,0.0
30,1,1,68248.73024125042,68248.73024125042,44055.435685425684,61623.154032342194,27436.80157407407,0.0,0.0,0.0,0.0,0.0
35,1,1,56642.98169298741,56642.98169298741,37761.80201431221,51352.62836173419,22114.48658255325,1.0,1.0,0.0,1.0,0.0
40,1,1,50875.383256079025,50875.383256079025,33041.576761363634,46217.365528169015,20377.47278000573,0.0,0.0,0.0,0.0,0.0
45,1,1,44134.47881688688,44134.47881688688,29370.290456950457,40189.013503199414,14777.383446313497,1.0,1.0,0.0,1.0,0.0
50,1,1,40552.39513264688,40552.39513264688,26433.26141038961,36973.89242065728,14791.71068676717,0.0,0.0,0.0,0.0,0.0
