instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,us-east-1f,1,50.0,1,1,1,1.0,0.0,0.0147,20353.6113,0.0147,1,1384599.4072
t3.medium,us-east-1f,5,50.0,5,1,1,5.0,0.0,0.0735,101768.0564,0.0147,5,276919.8814
t3.medium,us-east-1f,6,50.0,6,1,1,6.0,0.0,0.0882,122121.6677,0.0147,6,230766.5679
t3.medium,us-east-1f,10,50.0,10,1,1,10.0,0.0,0.147,203536.1129,0.0147,10,138459.9407
t3.medium,us-east-1f,14,50.0,14,1,1,14.0,0.0,0.2058,284950.558,0.0147,14,98899.9577
t3.medium,us-east-1f,15,50.0,15,1,1,15.0,0.0,0.2205,305304.1693,0.0147,15,92306.6271
t3.medium,us-east-1f,17,50.0,17,1,1,17.0,0.0,0.2499,346011.3919,0.0147,17,81447.024
t3.medium,us-east-1f,20,50.0,20,1,1,20.0,0.0,0.294,407072.2257,0.0147,20,69229.9704
t3.medium,us-east-1f,25,50.0,25,1,1,25.0,0.0,0.3675,508840.2821,0.0147,25,55383.9763
t3.medium,us-east-1f,30,50.0,30,1,1,30.0,0.0,0.441,610608.3386,0.0147,30,46153.3136
t3.medium,us-east-1f,35,50.0,35,1,1,35.0,0.0,0.5145,712376.395,0.0147,35,39559.9831
t3.medium,us-east-1f,40,50.0,40,1,1,40.0,0.0,0.588,814144.4514,0.0147,40,34614.9852
t3.medium,us-east-1f,45,50.0,45,1,1,45.0,0.0,0.6615,915912.5079,0.0147,45,30768.8757
t3.medium,us-east-1f,50,50.0,50,1,1,50.0,0.0,0.735,1017680.5643,0.0147,50,27691.9881
