instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,ap-northeast-1c,1,50.0,1,1,1,1.0,0.0,0.0195,20353.6113,0.0195,1,1043774.9377
t3.medium,ap-northeast-1c,5,50.0,5,1,1,5.0,0.0,0.0975,101768.0564,0.0195,5,208754.9875
t3.medium,ap-northeast-1c,6,50.0,6,1,1,6.0,0.0,0.117,122121.6677,0.0195,6,173962.4896
t3.medium,ap-northeast-1c,10,50.0,10,1,1,10.0,0.0,0.195,203536.1129,0.0195,10,104377.4938
t3.medium,ap-northeast-1c,14,50.0,14,1,1,14.0,0.0,0.273,284950.558,0.0195,14,74555.3527
t3.medium,ap-northeast-1c,15,50.0,15,1,1,15.0,0.0,0.2925,305304.1693,0.0195,15,69584.9958
t3.medium,ap-northeast-1c,17,50.0,17,1,1,17.0,0.0,0.3315,346011.3919,0.0195,17,61398.5257
t3.medium,ap-northeast-1c,20,50.0,20,1,1,20.0,0.0,0.39,407072.2257,0.0195,20,52188.7469
t3.medium,ap-northeast-1c,25,50.0,25,1,1,25.0,0.0,0.4875,508840.2821,0.0195,25,41750.9975
t3.medium,ap-northeast-1c,30,50.0,30,1,1,30.0,0.0,0.585,610608.3386,0.0195,30,34792.4979
t3.medium,ap-northeast-1c,35,50.0,35,1,1,35.0,0.0,0.6825,712376.395,0.0195,35,29822.1411
t3.medium,ap-northeast-1c,40,50.0,40,1,1,40.0,0.0,0.78,814144.4514,0.0195,40,26094.3734
t3.medium,ap-northeast-1c,45,50.0,45,1,1,45.0,0.0,0.8775,915912.5079,0.0195,45,23194.9986
t3.medium,ap-northeast-1c,50,50.0,50,1,1,50.0,0.0,0.975,1017680.5643,0.0195,50,20875.4988
