pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1094280.177419355,325325.5799319728,1094280.177419355,570683.9913043478,1094280.177419355,0.0,3.0,0.0,1.0,0.0
5,1,1,226273.97739726026,162662.79002672498,218856.0352688172,190227.99726247985,130892.97691154425,0.0,3.0,0.0,1.0,0.0
6,1,1,190227.99726247985,162662.79002672498,182380.0294205496,190227.99726247985,118047.39791666667,0.0,2.0,0.0,0.0,0.0
10,1,1,114136.79831884058,108441.8600043192,109428.01768817205,114136.79831884058,91814.22869631318,0.0,2.0,0.0,0.0,0.0
14,1,1,81526.2845312038,81331.39499817783,78162.86976080755,81526.2845312038,50446.05513487041,0.0,2.0,0.0,0.0,0.0
15,1,1,75866.71262335,81331.39499817783,72952.01178016726,71335.49895833332,44841.09688409519,0.0,1.0,0.0,1.0,0.0
17,1,1,66964.41330218442,65065.115996112734,64369.42216393199,63409.33242082662,45420.82461660463,0.0,3.0,0.0,1.0,0.0
20,1,1,57068.39917391304,65065.115996112734,54714.008830645165,57068.39917391304,34217.92571786471,0.0,0.0,0.0,0.0,0.0
25,1,1,45573.73614424411,46475.082857341185,43771.20706236559,43898.76859617529,25245.363748668795,0.0,3.0,0.0,1.0,0.0
30,1,1,38045.59944605475,40665.697499088914,36476.00589008363,38045.59944605475,18721.98589987728,0.0,2.0,0.0,0.0,0.0
35,1,1,32569.15898670822,36147.286665106956,31265.14790432302,31704.666205940237,18877.10169100084,0.0,1.0,0.0,1.0,0.0
40,1,1,28534.19958695652,32532.55800048591,27357.004415322583,28534.19958695652,11564.0041114239,0.0,0.0,0.0,0.0,0.0
45,1,1,25338.70343792867,27110.464999392618,24317.337260055756,24812.34746719268,9253.892396991496,0.0,3.0,0.0,1.0,0.0
50,1,1,22827.359668405796,25025.044615902156,21885.60353333333,22827.359668405796,10046.610750132466,0.0,2.0,0.0,0.0,0.0
