pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,509762.92587244284,30521.120456574412,132963.75,30521.120456574412,0.0,182.0,0.0,182.0
10,1,4,478632.2109999999,30521.120456574412,131805.97413333334,30521.120456574412,2.0,182.0,0.0,182.0
10,2,2,287812.5141310884,30521.120456574412,63891.67207792208,30521.120456574412,0.0,86.0,0.0,86.0
17,7,7,44536.355354982785,30521.120456574416,42465.81589921036,30521.120456574416,0.0,10.0,0.0,10.0
50,1,2,111525.96400667781,30521.120456574412,26592.75,30521.120456574412,0.0,142.0,0.0,142.0
50,1,4,109727.69624025677,30521.120456574412,26361.194832,30521.120456574412,2.0,142.0,0.0,142.0
50,2,2,57034.34354146808,30521.120456574412,12778.334415584415,30521.120456574412,0.0,46.0,0.0,46.0
75,3,5,25536.584911700364,15200.464018038618,18936.981641938673,15260.560228287208,0.0,53.0,0.0,53.0
100,1,2,57034.34354146808,30521.120456574412,13296.375,30521.120456574412,0.0,92.0,0.0,92.0
100,1,4,57034.34354146808,30521.120456574412,13180.597416666667,30521.120456574412,0.0,92.0,0.0,92.0
100,2,2,29283.09642092383,15200.464018038616,6389.167207792208,15260.560228287206,0.0,92.0,0.0,92.0
115,4,2,12639.156328395256,11707.078832795227,12350.205418655658,10173.706818858138,0.0,9.0,0.0,29.0
287,1,6,13384.62281947052,12099.504803073967,4158.807553017756,10173.706818858136,0.0,33.0,0.0,97.0
400,1,2,14586.21963186445,14586.21963186445,3324.09375,10173.706818858138,0.0,0.0,0.0,176.0
400,1,4,14586.21963186445,14586.21963186445,3295.149354166667,10173.706818858138,0.0,0.0,0.0,176.0
400,2,2,7189.58453126643,6039.82801655604,1597.291801948052,6104.224091314883,0.0,74.0,0.0,80.0
439,1,9,5708.74038071611,5571.775269781033,3235.247433133031,5086.853409429069,1.0,12.0,0.0,71.0
1000,1,2,5717.195955469552,5281.22577762085,1329.6375,5086.853409429069,0.0,80.0,0.0,152.0
1000,1,4,5717.195955469552,5281.22577762085,1318.0597416666667,5086.853409429069,0.0,80.0,0.0,152.0
1000,2,2,1999.245364139994,1910.3336419181228,638.9167207792208,2774.6473142340383,0.0,32.0,0.0,56.0
