pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1071242.7,320344.51842105266,1071242.7,562531.3628571428,1071242.7,0.0,3.0,0.0,1.0,0.0
5,1,1,222714.61146067418,160172.25927033494,214248.5397894737,187510.45444444445,223076.81851048445,0.0,3.0,0.0,1.0,0.0
6,1,1,187510.45444444445,160172.25927033494,178540.44985380117,187510.45444444445,202659.27495357476,0.0,2.0,0.0,0.0,0.0
10,1,1,112506.27262857142,106781.5061669325,107124.26994736843,112506.27262857142,114222.59903739355,0.0,2.0,0.0,0.0,0.0
14,1,1,80361.62332361517,80086.1296202153,76517.33566058002,80361.62332361517,82338.13161616914,0.0,2.0,0.0,0.0,0.0
15,1,1,74745.95436868687,80086.1296202153,71416.17995321639,70316.4204017857,54611.86206843522,0.0,1.0,0.0,1.0,0.0
17,1,1,65978.98380877434,64068.9036937799,63014.27643416499,62503.484814814816,62357.99617449408,0.0,3.0,0.0,1.0,0.0
20,1,1,56253.136328571425,64068.9036937799,53562.13496052632,56253.136328571425,34040.80071894172,0.0,0.0,0.0,0.0,0.0
25,1,1,44909.33543507973,45763.50264134362,42849.70796631579,43271.64333051564,32174.169340277775,0.0,3.0,0.0,1.0,0.0
30,1,1,37502.090882539684,40043.06481010765,35708.08997660819,37502.090882539684,17640.16977190605,0.0,2.0,0.0,0.0,0.0
35,1,1,32097.065314099582,35593.83538602399,30606.934264232008,31251.742402998236,16994.59402405661,0.0,1.0,0.0,1.0,0.0
40,1,1,28126.568164285713,32034.4518492823,26781.06748026316,28126.568164285713,10195.44096980508,0.0,0.0,0.0,0.0,0.0
45,1,1,24934.669442335275,26695.37654007177,23805.393317738788,24457.8853605185,7532.901886655409,0.0,3.0,0.0,1.0,0.0
50,1,1,22424.370972665147,24641.88603805102,21424.85398526316,22501.254530285714,7690.54681184669,0.0,2.0,0.0,0.0,0.0
