pods,cpu,mem,alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,iterations,explored_alphas,explored_podcount,nodepool_config,workload_intensity,execution_time
10,1,2,0.2918,0.085,472631.771,5560373.7765,10.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.28366544874484756), np.float64(0.29682106624127236), np.float64(0.2999266862564142), np.float64(0.30184606498191385), np.float64(0.3030323062715561), np.float64(0.30111292754605645), np.float64(0.3022991688356987), np.float64(0.30257920241777125), np.float64(0.3021260985639864), np.float64(0.302406132146059), np.float64(0.3022330618743468), np.float64(0.3023400251847071), np.float64(0.3022739182233552), np.float64(0.30231477457236366)]","[3000.0, 581490.0, 10.0, 10.0, 10.0, 1020.0, 10.0, 198.0, 10.0, 10.0, 10.0, 10.0, 198.0, 10.0, 10.0, 198.0, 10.0, 198.0, 10.0, 198.0, 10.0, 10.0]","[{'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 5.0}]",default,3588.6717
10,1,4,0.1459,0.085,472631.771,5560373.7765,10.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.16718427000252362), np.float64(0.15402865250609876), np.float64(0.16215927126188212), np.float64(0.16407864998738175), np.float64(0.16526489127702398), np.float64(0.16599802871288138), np.float64(0.16645113256666622), np.float64(0.16673116614873879), np.float64(0.16690423642045105), np.float64(0.16662420283837845), np.float64(0.1667972731100907), np.float64(0.16683812945909915), np.float64(0.1668633800714426), np.float64(0.1668789858081076)]","[182263.0, 856150.0, 1852.0, 10.0, 10.0, 220.0, 10.0, 10.0, 198.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 198.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[{'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 5.0}]",default,3730.2878
10,2,2,0.1985,0.1714,472631.771,2757478.2439,10.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.16718427000252362), np.float64(0.18847050625473183), np.float64(0.1934955049953733), np.float64(0.19660112501051516), np.float64(0.1985205037360148), np.float64(0.19970674502565702), np.float64(0.20043988246151442), np.float64(0.20089298631529925), np.float64(0.20117301989737182), np.float64(0.20134609016908409), np.float64(0.20145305347944442), np.float64(0.20151916044079632), np.float64(0.20156001678980476), np.float64(0.20158526740214822), np.float64(0.2016008731388132)]","[65088.0, 467814.0, 742.0, 10.0, 12.0, 10.0, 99.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[{'instance_type': 'r8a.large', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 3, 'T3': 5.0}]",default,3820.95
17,7,7,0.2361,0.52,334735.9812,643723.0408,17.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.3130823037528391), np.float64(0.2999266862564142), np.float64(0.3080573050121976), np.float64(0.3099766837376972), np.float64(0.31116292502733944), np.float64(0.31189606246319684), np.float64(0.3123491663169817), np.float64(0.3116160288811243), np.float64(0.3120691327349091), np.float64(0.3121760960452694), np.float64(0.3122422030066213), np.float64(0.3122830593556298), np.float64(0.3123083099679732), np.float64(0.31232391570463824)]","[136.0, 49677.0, 17.0, 17.0, 17.0, 27.0, 17.0, 17.0, 27.0, 17.0, 17.0, 17.0, 17.0, 17.0, 27.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 27.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 8, 'T3': 50.0}, {'instance_type': 'g5g.16xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}]",default,3229.2693
50,1,2,0.2968,0.3155,1701129.8446,5391853.7071,50.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.28366544874484756), np.float64(0.29682106624127236), np.float64(0.2999266862564142), np.float64(0.30184606498191385), np.float64(0.298740444966772), np.float64(0.3006598236922716), np.float64(0.30111292754605645), np.float64(0.30037979011019905), np.float64(0.3008328939639839), np.float64(0.3005528603819113), np.float64(0.3007259306536235), np.float64(0.300766787002632), np.float64(0.3007920376149754), np.float64(0.30080764335164045)]","[3000.0, 581490.0, 50.0, 50.0, 50.0, 1020.0, 50.0, 198.0, 50.0, 50.0, 50.0, 198.0, 50.0, 50.0, 198.0, 50.0, 198.0, 50.0, 50.0, 50.0, 50.0, 198.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 3, 'T3': 50.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 5, 'T3': 5.0}]",default,3799.5629
50,1,4,0.1459,0.3203,1478769.7678,4616827.2488,50.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.16718427000252362), np.float64(0.15402865250609876), np.float64(0.16215927126188212), np.float64(0.15713427252124063), np.float64(0.1602398925363825), np.float64(0.1609730299722399), np.float64(0.16142613382602472), np.float64(0.16069299639016732), np.float64(0.16114610024395215), np.float64(0.1612530635543125), np.float64(0.16131917051566438), np.float64(0.16136002686467282), np.float64(0.16129391990332093), np.float64(0.16133477625232936)]","[182263.0, 856150.0, 1852.0, 50.0, 50.0, 220.0, 50.0, 50.0, 198.0, 50.0, 192.0, 50.0, 50.0, 50.0, 192.0, 50.0, 50.0, 50.0, 50.0, 192.0, 50.0, 192.0]","[{'instance_type': 'r6g.8xlarge', 'availability_zone': 'us-east-1f', 'num_instances': 1, 'T3': 45.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 3, 'T3': 5.0}]",default,3820.8247
50,2,2,0.1973,0.5169,1370115.3394,2650639.078,50.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.16718427000252362), np.float64(0.18847050625473183), np.float64(0.1934955049953733), np.float64(0.19660112501051516), np.float64(0.1985205037360148), np.float64(0.19541488372087293), np.float64(0.19733426244637256), np.float64(0.1977873663001574), np.float64(0.19806739988222996), np.float64(0.19824047015394222), np.float64(0.19834743346430256), np.float64(0.1981743631925903), np.float64(0.19828132650295066), np.float64(0.19830657711529412), np.float64(0.19826572076628568)]","[65088.0, 467814.0, 742.0, 50.0, 52.0, 50.0, 99.0, 50.0, 50.0, 50.0, 50.0, 96.0, 50.0, 50.0, 50.0, 50.0, 50.0, 96.0, 50.0, 50.0, 96.0, 50.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 9, 'T3': 50.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 5, 'T3': 5.0}]",default,3980.0506
75,3,5,0.1459,1.8164,3268892.8615,1799654.7355,75.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.16718427000252362), np.float64(0.15402865250609876), np.float64(0.16215927126188212), np.float64(0.16407864998738175), np.float64(0.16526489127702398), np.float64(0.16599802871288138), np.float64(0.16481178742323915), np.float64(0.16554492485909655), np.float64(0.16509182100531172), np.float64(0.16537185458738432), np.float64(0.16543796154873622), np.float64(0.16547881789774466), np.float64(0.16550406851008811), np.float64(0.16546321216107968)]","[98605.0, 315408.0, 771.0, 75.0, 75.0, 85.0, 75.0, 75.0, 85.0, 75.0, 75.0, 75.0, 75.0, 85.0, 75.0, 85.0, 75.0, 75.0, 75.0, 75.0, 85.0, 75.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 5, 'T3': 50.0}, {'instance_type': 'r8a.48xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}]",default,3901.1068
100,1,2,0.2968,0.5169,2740230.6788,5301278.1559,100.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.28366544874484756), np.float64(0.29682106624127236), np.float64(0.2999266862564142), np.float64(0.2949016875157727), np.float64(0.2980073075309146), np.float64(0.29608792880541496), np.float64(0.2972741700950572), np.float64(0.29755420367712976), np.float64(0.297727273948842), np.float64(0.29783423725920233), np.float64(0.2976611669874901), np.float64(0.29776813029785043), np.float64(0.2977933809101939), np.float64(0.29775252456118545)]","[3000.0, 581490.0, 100.0, 100.0, 100.0, 1020.0, 100.0, 198.0, 100.0, 100.0, 192.0, 100.0, 192.0, 100.0, 100.0, 100.0, 100.0, 192.0, 100.0, 100.0, 192.0, 100.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 9, 'T3': 50.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 5, 'T3': 5.0}]",default,3731.9767
100,1,4,0.1478,0.6342,2736863.1988,4315457.5825,100.0,0.0,20,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.1377674149945321), np.float64(0.15092303249095693), np.float64(0.1427924137351736), np.float64(0.14781741247581506), np.float64(0.1490036537654573), np.float64(0.1497367912013147), np.float64(0.14855054991167246), np.float64(0.14928368734752986), np.float64(0.14883058349374503), np.float64(0.14911061707581763), np.float64(0.14917672403716953), np.float64(0.1490697607268092), np.float64(0.1491358676881611), np.float64(0.14909501133915265)]","[182263.0, 856150.0, 1852.0, 100.0, 100.0, 220.0, 100.0, 192.0, 100.0, 192.0, 100.0, 100.0, 100.0, 192.0, 100.0, 192.0, 100.0, 100.0, 192.0, 100.0, 192.0, 100.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 2, 'T3': 50.0}, {'instance_type': 'r6g.8xlarge', 'availability_zone': 'us-east-1f', 'num_instances': 2, 'T3': 45.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 5, 'T3': 5.0}]",default,3680.2408
