pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1464288.582733813,509528.1914003045,1464288.582733813,871176.8893805309,1464288.582733813,0.0,3.0,0.0,1.0,0.0
5,1,1,387581.95979899494,254764.0957952816,292857.7162589928,290392.296705998,325781.6684266103,0.0,3.0,0.0,1.0,0.0
6,1,1,336442.23299832497,254764.0957952816,244048.09692246205,290392.296705998,267973.03759975446,0.0,2.0,0.0,0.0,0.0
10,1,1,202639.23837772396,169842.7305090479,146428.85820143885,174235.37796460174,73401.85676605505,0.0,2.0,0.0,0.0,0.0
14,1,1,144980.5204788715,127382.04787385845,104592.04155043312,124453.84143037745,84756.93406593407,0.0,2.0,0.0,0.0,0.0
15,1,1,131690.30619292238,127382.04787385845,97619.23878497203,108897.11124170355,88075.82556884823,0.0,1.0,0.0,1.0,0.0
17,1,1,118193.33876145325,101905.63829528158,86134.62246396653,96797.43223533269,67976.04048544247,0.0,3.0,0.0,1.0,0.0
20,1,1,101905.63829528158,101905.63829528158,73214.42908273381,87117.68900442477,46176.4744875035,0.0,0.0,0.0,0.0,0.0
25,1,1,80742.72615535407,72789.74164414626,58571.54326330935,67013.6069277897,43132.75782138919,0.0,3.0,0.0,1.0,0.0
30,1,1,67806.36456012423,63691.023936929225,48809.61939248601,58078.459331366765,37547.28948042444,0.0,2.0,0.0,0.0,0.0
35,1,1,57486.61277861082,56614.2434983182,41836.81662017325,48398.71611083797,24352.05738814305,0.0,1.0,0.0,1.0,0.0
40,1,1,50952.81915144596,50952.81915144596,36607.214541366906,43558.844502212385,22621.58447572939,0.0,0.0,0.0,0.0,0.0
45,1,1,45050.76499532386,42460.68262461949,32539.746261657343,37877.25608929856,14819.698565146957,0.0,3.0,0.0,1.0,0.0
50,1,1,40715.15711748966,39194.476270568215,29285.77163453237,34847.075600000004,14498.8724344187,0.0,2.0,0.0,0.0,0.0
