instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.071,203536.1129,0.0071,10,286670.5815
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.126,197708.9612,0.0126,10,156911.874
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.244,303609.206,0.0244,10,124430.0025
c8gn.2xlarge,us-west-2d,17,40.0,17,7,7,17.0,0.0,1.6388,523344.1254,0.0964,17,18785.0553
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.355,1017680.5643,0.0071,50,57334.1163
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.63,988544.8062,0.0126,50,31382.3748
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.22,1518046.03,0.0244,50,24886.0005
c5ad.xlarge,us-west-2d,75,15.0,75,3,5,75.0,0.0,4.2225,1755721.6875,0.0563,75,5544.0195
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.71,2035361.1286,0.0071,100,28667.0581
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.26,1977089.6125,0.0126,100,15691.1874
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.44,3036092.06,0.0244,100,12443.0002
c5ad.xlarge,us-west-2d,115,15.0,115,4,2,115.0,0.0,6.4745,2692106.5875,0.0563,115,3615.6649
r7g.medium,us-west-2d,287,50.0,287,1,6,287.0,0.0,5.1086,7323745.212,0.0178,287,4995.1603
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,2.84,8141444.5143,0.0071,400,7166.7645
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,5.04,7908358.45,0.0126,400,3922.7969
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,9.76,12144368.24,0.0244,400,3110.7501
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,11.5018,8688468.3354,0.0262,439,1720.7306
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,7.1,20353611.2857,0.0071,1000,2866.7058
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,12.6,19770896.125,0.0126,1000,1569.1187
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,24.4,30360920.6,0.0244,1000,1244.3
