pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,660182.36,0.0,660182.36,0.0,660182.36,0.0,660182.36,0.0
10,1,4,660182.36,0.0,660182.36,0.0,660182.36,0.0,660182.36,0.0
10,2,2,330091.18,0.0,330091.18,0.0,330091.18,0.0,330091.18,0.0
17,7,7,49313.02400576962,1.0,49313.02400576962,1.0,49313.02400576962,1.0,49313.02400576962,1.0
50,1,2,131781.99642070485,0.0,131781.99642070485,0.0,131781.99642070485,0.0,131781.99642070485,0.0
50,1,4,131781.99642070485,0.0,131781.99642070485,0.0,131781.99642070485,0.0,131781.99642070485,0.0
50,2,2,65584.02452726774,0.0,65584.02452726774,0.0,65584.02452726774,0.0,65584.02452726774,0.0
75,3,5,28257.894143346322,0.0,28257.894143346322,0.0,28257.894143346322,0.0,28257.894143346322,0.0
100,1,2,65610.99533927348,0.0,65610.99533927348,0.0,65610.99533927348,0.0,65610.99533927348,0.0
100,1,4,65610.99533927348,0.0,65610.99533927348,0.0,65610.99533927348,0.0,65610.99533927348,0.0
100,2,2,32697.923965022546,0.0,32697.923965022546,0.0,32697.923965022546,0.0,32697.923965022546,0.0
115,4,2,13946.159994172494,0.0,13946.159994172494,0.0,13946.159994172494,0.0,13946.159994172494,0.0
287,1,6,14678.817769190666,0.0,14479.873271819695,4.0,14678.817769190666,0.0,14678.817769190666,0.0
400,1,2,16216.574995764868,0.0,16216.574995764868,0.0,16216.574995764868,0.0,16216.574995764868,0.0
400,1,4,16216.574995764868,0.0,16216.574995764868,0.0,16216.574995764868,0.0,16216.574995764868,0.0
400,2,2,7981.194113723528,0.0,7981.194113723528,0.0,7981.194113723528,0.0,7981.194113723528,0.0
439,1,9,7496.373004508007,1.0,7496.373004508007,1.0,7496.373004508007,1.0,7496.373004508007,1.0
1000,1,2,6365.213258860297,0.0,6365.213258860297,0.0,6365.213258860297,0.0,6365.213258860297,0.0
1000,1,4,6365.213258860297,0.0,6365.213258860297,0.0,6365.213258860297,0.0,6365.213258860297,0.0
1000,2,2,3113.075278538397,0.0,3113.075278538397,0.0,3113.075278538397,0.0,3113.075278538397,0.0
