instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,ap-northeast-1a,1,5.0,1,1,1,2.0,1.0,0.0342,39377.1954,0.0171,1,575689.9916
t4g.large,ap-northeast-1a,3,5.0,5,1,1,6.0,1.0,0.1026,118131.5863,0.0171,3,191896.6639
t4g.large,ap-northeast-1a,3,5.0,6,1,1,6.0,0.0,0.1026,118131.5863,0.0171,3,191896.6639
t4g.large,ap-northeast-1a,5,5.0,10,1,1,10.0,0.0,0.171,196885.9771,0.0171,5,115137.9983
t4g.large,ap-northeast-1a,7,5.0,14,1,1,14.0,0.0,0.2394,275640.368,0.0171,7,82241.4274
t4g.large,ap-northeast-1a,8,5.0,15,1,1,16.0,1.0,0.2736,315017.5634,0.0171,8,71961.249
t4g.large,ap-northeast-1a,9,5.0,17,1,1,18.0,1.0,0.3078,354394.7589,0.0171,9,63965.5546
t4g.large,ap-northeast-1a,10,5.0,20,1,1,20.0,0.0,0.342,393771.9543,0.0171,10,57568.9992
t4g.large,ap-northeast-1a,13,5.0,25,1,1,26.0,1.0,0.4446,511903.5406,0.0171,13,44283.8455
t4g.large,ap-northeast-1a,15,5.0,30,1,1,30.0,0.0,0.513,590657.9314,0.0171,15,38379.3328
t4g.large,ap-northeast-1a,18,5.0,35,1,1,36.0,1.0,0.6156,708789.5177,0.0171,18,31982.7773
t4g.large,ap-northeast-1a,20,5.0,40,1,1,40.0,0.0,0.684,787543.9086,0.0171,20,28784.4996
t4g.large,ap-northeast-1a,23,5.0,45,1,1,46.0,1.0,0.7866,905675.4949,0.0171,23,25029.9996
t4g.large,ap-northeast-1a,25,5.0,50,1,1,50.0,0.0,0.855,984429.8857,0.0171,25,23027.5997
