pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,742065.4434108527,115947.72553294574,736357.2476923077,742065.4434108527,0.0,54.0,0.0,0.0
10,1,4,742065.4434108527,742065.4434108527,736357.2476923077,618387.8695090439,0.0,0.0,0.0,2.0
10,2,2,371032.72170542635,371032.72170542635,371032.72170542635,371032.72170542635,0.0,0.0,0.0,0.0
17,7,7,56636.162702638736,28981.665818952468,53936.46732026144,57973.86276647287,1.0,19.0,0.0,1.0
50,1,2,148413.08868217055,115947.72553294574,147271.44953846154,148413.08868217055,0.0,14.0,0.0,0.0
50,1,4,148413.08868217055,148413.08868217055,147271.44953846154,142704.89296362552,0.0,0.0,0.0,2.0
50,2,2,74206.54434108527,59843.98737184297,74206.54434108527,74206.54434108527,0.0,12.0,0.0,0.0
75,3,5,32484.87925885706,25688.718924431083,24735.51478036176,19319.940703963835,0.0,21.0,0.0,53.0
100,1,2,74206.54434108527,74206.54434108527,73635.72476923077,74206.54434108527,0.0,0.0,0.0,0.0
100,1,4,74206.54434108527,65093.45994832042,73635.72476923077,74206.54434108527,0.0,14.0,0.0,0.0
100,2,2,37094.645508796406,20272.435874629395,37103.27217054264,37103.27217054264,0.0,83.0,0.0,0.0
115,4,2,16092.805157689461,15816.278203687796,16131.85746545332,16131.85746545332,0.0,2.0,0.0,0.0
287,1,6,16975.18126684636,16468.78199084747,12927.969397401614,12879.960469309222,1.0,11.0,0.0,97.0
400,1,2,18543.01142879281,18450.800316101922,18408.931192307693,18551.63608527132,0.0,2.0,0.0,0.0
400,1,4,18543.01142879281,18450.800316101922,18408.931192307693,18551.63608527132,0.0,2.0,0.0,0.0
400,2,2,9203.22670025189,9203.22670025189,9275.81804263566,9275.81804263566,0.0,0.0,0.0,0.0
439,1,9,8829.878021004675,7215.8623948457225,2590.9852099935783,7025.683360090379,0.0,92.0,0.0,71.0
1000,1,2,7332.662484296964,7332.662484296964,7363.572476923077,7420.654434108527,0.0,0.0,0.0,0.0
1000,1,4,7332.662484296964,7332.662484296964,7363.572476923077,7420.654434108527,0.0,0.0,0.0,0.0
1000,2,2,3546.3694837141757,3542.9043865103326,3710.3272170542637,3710.3272170542637,0.0,1.0,0.0,0.0
