pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1065634.0994764399,322194.4386429259,1065634.0994764399,557750.64305949,1065634.0994764399,0.0,3.0,0.0,1.0,0.0
5,1,1,220976.5933110368,161097.21938161695,213126.81968586385,185916.8811772112,226018.4908424908,0.0,3.0,0.0,1.0,0.0
6,1,1,185916.8811772112,161097.21938161695,177605.68310063993,185916.8811772112,112074.98115760983,0.0,2.0,0.0,0.0,0.0
10,1,1,111550.12866855525,107398.14624104375,106563.40989528796,111550.12866855525,118477.4347158218,0.0,2.0,0.0,0.0,0.0
14,1,1,79678.66335202637,80548.60967576996,76116.72133774975,79678.66335202637,56316.899711584105,0.0,2.0,0.0,0.0,0.0
15,1,1,74128.21920861508,80548.60967576996,71042.27325189064,69718.83042669971,56909.23607371795,0.0,1.0,0.0,1.0,0.0
17,1,1,65431.89439079114,64438.88773820982,62684.35875649921,61972.29372573708,53231.96921350015,0.0,3.0,0.0,1.0,0.0
20,1,1,55775.06434844193,64438.88773820982,53281.70493455497,55775.06434844193,21082.495697329377,0.0,0.0,0.0,0.0,0.0
25,1,1,44533.991994578726,46027.77695881048,42625.36394554974,42903.895653485764,24118.036428571428,0.0,3.0,0.0,1.0,0.0
30,1,1,37183.376229147,40274.30483788498,35521.13662594532,37183.376229147,16773.49163912196,0.0,2.0,0.0,0.0,0.0
35,1,1,31827.516315983758,35799.38207737735,30446.688535099904,30986.146858496835,14835.335753604193,0.0,1.0,0.0,1.0,0.0
40,1,1,27887.532174220963,32219.443871511074,26640.852467277484,27887.532174220963,9375.197908574135,0.0,0.0,0.0,0.0,0.0
45,1,1,24762.317196598382,26849.536558589993,23680.757750630208,24250.027977851205,9162.507026064432,0.0,3.0,0.0,1.0,0.0
50,1,1,22310.025738243625,24784.187593612427,21312.68197486911,22310.025738243625,10106.631983122363,0.0,2.0,0.0,0.0,0.0
