pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,351582.10196428566,25720.057194166307,294979.87376811594,294979.87376811594,0.0,182.0,0.0,0.0
10,1,4,462457.70156555774,25720.057194166307,159442.71064516128,159442.71064516128,0.0,182.0,0.0,0.0
10,2,2,233283.20384995066,25720.057194166307,124430.0024590164,34869.16383044555,0.0,86.0,0.0,22.0
17,7,7,37846.87467969251,25720.057194166304,17362.217896870556,17434.58191617773,0.0,10.0,0.0,1.0
50,1,2,70316.42040714285,25720.057194166307,58995.974742028986,58995.974742028986,0.0,142.0,0.0,0.0
50,1,4,96830.93034214301,25720.057194166307,31888.54213548387,31888.54213548387,0.0,142.0,0.0,0.0
50,2,2,48926.68436853003,25720.057194166307,24886.00049180328,17434.581915222774,0.0,46.0,0.0,14.0
75,3,5,21463.749818346958,17106.984617055165,7275.453008709237,8717.290957816022,0.0,21.0,0.0,9.0
100,1,2,48926.68436853003,25720.057194166307,29497.987371014493,29497.987371014493,0.0,92.0,0.0,0.0
100,1,4,48926.68436853003,25720.057194166307,15944.271068548387,15944.271068548387,0.0,92.0,0.0,0.0
100,2,2,24626.499114214253,17106.98461705516,12443.00024590164,8717.290957611387,0.0,44.0,0.0,28.0
115,4,2,10619.984068847743,9253.862454477816,4744.860657738679,4358.6454788056935,0.0,17.0,0.0,13.0
287,1,6,17106.98461705516,17106.98461705516,5080.791637630662,4921.557569913212,1.0,1.0,0.0,33.0
400,1,2,12242.760549151664,11344.433080505016,7374.496842663043,7374.496842663043,0.0,32.0,0.0,0.0
400,1,4,12242.760549151664,11344.433080505016,3986.067767137097,3986.067767137097,0.0,32.0,0.0,0.0
400,2,2,6053.560947806596,5944.006979902911,3110.75006147541,2682.2433715727343,0.0,8.0,0.0,16.0
439,1,9,9843.009163421288,9253.862454477816,1761.0602599175102,3075.9734811957574,0.0,28.0,0.0,9.0
1000,1,2,4824.151502470093,4363.734971239694,2949.7987370579713,2949.7987370579713,0.0,104.0,0.0,0.0
1000,1,4,4824.151502470093,4363.734971239694,1594.4271068548387,1594.4271068548387,0.0,104.0,0.0,0.0
1000,2,2,2370.376651905051,2220.42963787725,1244.300024590164,1089.6613697014234,0.0,66.0,0.0,24.0
