pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,540150.5954285715,0.0,523815.8715176715,0.0,540150.5954285715,0.0,540150.5954285715,0.0
10,1,4,540150.5954285715,0.0,540150.5954285715,0.0,540150.5954285715,0.0,540150.5954285715,0.0
10,2,2,268083.81792399316,0.0,268083.81792399316,0.0,268083.81792399316,0.0,268083.81792399316,0.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,106326.67584119104,0.0,103085.40021825397,0.0,106326.67584119104,0.0,106326.67584119104,0.0
50,1,4,106281.0368787947,0.0,106281.0368787947,0.0,106281.0368787947,0.0,106281.0368787947,0.0
50,2,2,52562.0907384768,0.0,52479.741503013116,0.0,52562.0907384768,0.0,52562.0907384768,0.0
75,3,5,19831.188017867084,10.0,19831.188017867084,10.0,19831.188017867084,10.0,19831.188017867084,10.0
100,1,2,52562.0907384768,0.0,51568.27961290322,0.0,52562.0907384768,0.0,52562.0907384768,0.0
100,1,4,45556.67799753543,0.0,45556.67799753543,0.0,45556.67799753543,0.0,45556.67799753543,0.0
100,2,2,26041.118035449053,0.0,26023.077277422024,0.0,26041.118035449053,0.0,26041.118035449053,0.0
115,4,2,11211.164871003384,0.0,11209.02640966243,0.0,11211.164871003384,0.0,11211.164871003384,0.0
287,1,6,17285.240107888465,1.0,17285.240107888465,1.0,17285.240107888465,1.0,17285.240107888465,1.0
400,1,2,12933.937240913694,0.0,12819.957654723126,0.0,12933.937240913694,0.0,12933.937240913694,0.0
400,1,4,11995.068412509108,0.0,11995.068412509108,0.0,11995.068412509108,0.0,11995.068412509108,0.0
400,2,2,6403.125902601495,1.0,6376.919055478165,0.0,6403.125902601495,1.0,6403.125902601495,1.0
439,1,9,9107.633497053923,0.0,9107.633497053923,0.0,9107.633497053923,0.0,9107.633497053923,0.0
1000,1,2,5116.422852473686,0.0,5022.54198303887,0.0,5116.422852473686,0.0,5116.422852473686,0.0
1000,1,4,4277.6847011122245,0.0,4277.6847011122245,0.0,4277.6847011122245,0.0,4277.6847011122245,0.0
1000,2,2,2425.6709223075623,0.0,2425.6709223075623,0.0,2425.6709223075623,0.0,2425.6709223075623,0.0
