pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,12.0,2.0,3,12.0,12.0,48.0,0.0822,574358.6532,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 3, 'T3': 10.0}]"
10,1,4,12.0,2.0,3,12.0,12.0,48.0,0.0822,574358.6532,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 3, 'T3': 10.0}]"
10,2,2,10.0,0.0,5,10.0,20.0,80.0,0.137,478632.211,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 5, 'T3': 10.0}]"
17,7,7,27.0,10.0,1,27.0,192.0,768.0,1.3559,1292306.9697,"[{'instance_type': 'm8a.metal-48xl', 'availability_zone': 'use1-az6', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,50.0,0.0,15,50.0,50.0,200.0,0.344,2393161.055,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 5, 'T3': 10.0}]"
50,1,4,50.0,0.0,20,50.0,50.0,200.0,0.344,2393161.055,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.medium', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 40.0}]"
50,2,2,50.0,0.0,40,50.0,100.0,400.0,0.696,2393161.055,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az4', 'num_instances': 20, 'T3': 25.0}]"
75,3,5,96.0,21.0,2,96.0,288.0,1152.0,2.0331,4594869.2256,"[{'instance_type': 'm8a.metal-24xl', 'availability_zone': 'use1-az6', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'm8a.metal-48xl', 'availability_zone': 'use1-az6', 'num_instances': 1, 'T3': 1.0}]"
100,1,2,100.0,0.0,60,100.0,100.0,400.0,0.694,4786322.11,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.medium', 'availability_zone': 'use1-az2', 'num_instances': 40, 'T3': 40.0}]"
100,1,4,100.0,0.0,60,100.0,100.0,400.0,0.694,4786322.11,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.medium', 'availability_zone': 'use1-az2', 'num_instances': 40, 'T3': 40.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}]"
100,2,2,103.0,3.0,46,103.0,206.0,824.0,1.4437,4929911.7733,"[{'instance_type': 'm8a.xlarge', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'm8a.large', 'availability_zone': 'use1-az4', 'num_instances': 25, 'T3': 25.0}, {'instance_type': 'm8a.metal-24xl', 'availability_zone': 'use1-az6', 'num_instances': 1, 'T3': 1.0}]"
