pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1403697.3310344827,1056025.3059936909,1403697.3310344827,1004520.2908163265,1403697.3310344827,0.0,1.0,0.0,1.0,0.0
5,1,1,369117.3262569833,352008.4351559762,280739.4659310345,334840.0972222222,216908.36173913043,0.0,1.0,0.0,1.0,0.0
6,1,1,352008.4351559762,352008.4351559762,233949.55498084292,334840.0972222222,340896.1525797692,0.0,0.0,0.0,0.0,0.0
10,1,1,211205.0610725552,211205.0610725552,140369.73303448278,200904.0582653061,106275.8559342666,0.0,0.0,0.0,0.0,0.0
14,1,1,150860.7579025301,150860.7579025301,100264.09500351865,143502.89879216996,76550.65144505007,0.0,0.0,0.0,0.0,0.0
15,1,1,132003.16317527601,132003.16317527601,93579.82200766283,125565.0364317602,59826.80849222448,1.0,1.0,0.0,1.0,0.0
17,1,1,117336.14505199205,117336.14505199205,82570.4311895955,111613.36574074073,60538.15728991596,1.0,1.0,0.0,1.0,0.0
20,1,1,105602.5305362776,105602.5305362776,70184.8665,100452.02915816326,44034.47871332519,0.0,0.0,0.0,0.0,0.0
25,1,1,81232.71579900321,81232.71579900321,56147.89319724138,77270.79166163507,31684.529547763,1.0,1.0,0.0,1.0,0.0
30,1,1,70401.68703119524,70401.68703119524,46789.91100383142,66968.01943310657,24306.806784488897,0.0,0.0,0.0,0.0,0.0
35,1,1,58668.07252112786,58668.07252112786,40105.63800140746,55806.68286249684,17049.409851885637,1.0,1.0,0.0,1.0,0.0
40,1,1,52801.26527208202,52801.26527208202,35092.43325,50226.01457908163,15091.908434870902,0.0,0.0,0.0,0.0,0.0
45,1,1,45914.14371500302,45914.14371500302,31193.27400255428,43674.79528664018,16612.57439864722,1.0,1.0,0.0,1.0,0.0
50,1,1,42241.0122170347,42241.0122170347,28073.94660137931,40180.81166122449,12314.27077904634,0.0,0.0,0.0,0.0,0.0
