pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,770744.3011272142,40255.0219512195,348708.35604166664,70435.34787272077,0.0,182.0,0.0,54.0
10,1,4,770744.3011272142,40255.0219512195,235025.29871559632,70435.34787272077,0.0,182.0,0.0,22.0
10,2,2,385993.7185483871,40255.0219512195,121281.2332421875,70435.34787272077,0.0,86.0,0.0,22.0
17,7,7,57487.917719933495,40255.02195121951,19548.882842721545,35217.673936360385,0.0,10.0,0.0,1.0
50,1,2,153654.0003210273,40255.0219512195,69741.6712125,70435.34787272077,0.0,142.0,0.0,14.0
50,1,4,153654.0003210273,40255.0219512195,47005.05974678899,35217.673936360385,0.0,142.0,0.0,14.0
50,2,2,76703.87996794873,40255.0219512195,24256.2466515625,35217.673936360385,0.0,46.0,0.0,14.0
75,3,5,32257.20491967137,26580.341589381904,5164.996062992126,17608.836968180192,0.0,21.0,0.0,9.0
100,1,2,76703.87996794873,40255.0219512195,34870.83560625,35217.673936360385,0.0,92.0,0.0,28.0
100,1,4,76703.87996794873,40255.0219512195,23502.529873394495,17608.836968180192,0.0,92.0,0.0,28.0
100,2,2,38643.00104957211,38643.00104957211,12128.12332578125,17608.836968180192,0.0,0.0,0.0,28.0
115,4,2,15926.298672050918,15786.326488476332,3368.4756932557348,8804.418484090096,0.0,1.0,0.0,13.0
287,1,6,17241.167094712728,12869.52732831863,6685.252154777188,6685.252154777188,1.0,97.0,0.0,0.0
400,1,2,19177.50665117397,16419.06661864087,8717.708901497395,10062.192553245824,0.0,66.0,0.0,48.0
400,1,4,19177.50665117397,16419.06661864087,5875.632468463302,5418.103682516982,0.0,66.0,0.0,16.0
400,2,2,8696.912494004797,8696.912494004797,3032.0308314697268,5418.103682516982,0.0,0.0,0.0,16.0
439,1,9,9265.7140328032,6721.157153014789,2590.9852099935783,3425.917207982915,0.0,155.0,0.0,137.0
1000,1,2,6970.080373491129,6922.786372155894,3487.083560604167,4402.209242045048,0.0,6.0,0.0,24.0
1000,1,4,6290.7965439913,6048.03468313018,2350.252987385321,2201.104621022524,0.0,30.0,0.0,24.0
1000,2,2,2927.866386145188,2834.819411690498,1212.8123325898437,2201.104621022524,0.0,8.0,0.0,24.0
