instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,eu-west-1a,1,50.0,1,1,1,1.0,0.0,0.0207,20353.6113,0.0207,1,983266.2457
t3.medium,eu-west-1a,5,50.0,5,1,1,5.0,0.0,0.1035,101768.0564,0.0207,5,196653.2491
t3.medium,eu-west-1a,6,50.0,6,1,1,6.0,0.0,0.1242,122121.6677,0.0207,6,163877.7076
t3.medium,eu-west-1a,10,50.0,10,1,1,10.0,0.0,0.207,203536.1129,0.0207,10,98326.6246
t3.medium,eu-west-1a,14,50.0,14,1,1,14.0,0.0,0.2898,284950.558,0.0207,14,70233.3033
t3.medium,eu-west-1a,15,50.0,15,1,1,15.0,0.0,0.3105,305304.1693,0.0207,15,65551.083
t3.medium,eu-west-1a,17,50.0,17,1,1,17.0,0.0,0.3519,346011.3919,0.0207,17,57839.1909
t3.medium,eu-west-1a,20,50.0,20,1,1,20.0,0.0,0.414,407072.2257,0.0207,20,49163.3123
t3.medium,eu-west-1a,25,50.0,25,1,1,25.0,0.0,0.5175,508840.2821,0.0207,25,39330.6498
t3.medium,eu-west-1a,30,50.0,30,1,1,30.0,0.0,0.621,610608.3386,0.0207,30,32775.5415
t3.medium,eu-west-1a,35,50.0,35,1,1,35.0,0.0,0.7245,712376.395,0.0207,35,28093.3213
t3.medium,eu-west-1a,40,50.0,40,1,1,40.0,0.0,0.828,814144.4514,0.0207,40,24581.6561
t3.medium,eu-west-1a,45,50.0,45,1,1,45.0,0.0,0.9315,915912.5079,0.0207,45,21850.361
t3.medium,eu-west-1a,50,50.0,50,1,1,50.0,0.0,1.035,1017680.5643,0.0207,50,19665.3249
