pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0
10,1,4,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0
10,2,2,358257.6429640719,0.0,358257.6429640719,0.0,358257.6429640719,0.0,358257.6429640719,0.0
17,7,7,54571.045554019416,0.0,53291.396901063636,0.0,54571.045554019416,0.0,54571.045554019416,0.0
50,1,2,143303.05718562877,0.0,143303.05718562877,0.0,143303.05718562877,0.0,143303.05718562877,0.0
50,1,4,143303.05718562877,0.0,143303.05718562877,0.0,143303.05718562877,0.0,143303.05718562877,0.0
50,2,2,70667.68212018308,0.0,70667.68212018308,0.0,70667.68212018308,0.0,70667.68212018308,0.0
75,3,5,30849.642990654203,0.0,30849.642990654203,0.0,30849.642990654203,0.0,30849.642990654203,0.0
100,1,2,71225.03139880953,0.0,71225.03139880953,0.0,71225.03139880953,0.0,71225.03139880953,0.0
100,1,4,71225.03139880953,0.0,71225.03139880953,0.0,71225.03139880953,0.0,71225.03139880953,0.0
100,2,2,35339.058697578264,0.0,35339.058697578264,0.0,35339.058697578264,0.0,35339.058697578264,0.0
115,4,2,15205.292934748077,0.0,15205.292934748077,0.0,15205.292934748077,0.0,15205.292934748077,0.0
287,1,6,16057.476389469919,0.0,16005.649173129146,0.0,16057.476389469919,0.0,16057.476389469919,0.0
400,1,2,17687.15904807657,0.0,17687.15904807657,0.0,17687.15904807657,0.0,17687.15904807657,0.0
400,1,4,17687.15904807657,0.0,17687.15904807657,0.0,17687.15904807657,0.0,17687.15904807657,0.0
400,2,2,8319.658094005421,0.0,8319.658094005421,0.0,8319.658094005421,0.0,8319.658094005421,0.0
439,1,9,8593.148688205669,0.0,8593.148688205669,0.0,8593.148688205669,0.0,8593.148688205669,0.0
1000,1,2,6668.860131701746,0.0,6668.860131701746,0.0,6668.860131701746,0.0,6668.860131701746,0.0
1000,1,4,6117.413144111192,0.0,6117.413144111192,0.0,6117.413144111192,0.0,6117.413144111192,0.0
1000,2,2,2888.179256853622,0.0,2888.179256853622,0.0,2888.179256853622,0.0,2888.179256853622,0.0
