pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,493792.31031941023,0.0,493792.31031941023,0.0,493792.31031941023,0.0,493792.31031941023,0.0
10,1,4,402341.09742489265,0.0,402341.09742489265,0.0,402341.09742489265,0.0,402341.09742489265,0.0
10,2,2,269759.5655246253,0.0,269759.5655246253,0.0,269759.5655246253,0.0,269759.5655246253,0.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101763.01444902162,0.0,101763.01444902162,0.0,101763.01444902162,0.0,101763.01444902162,0.0
50,1,4,70131.8271935484,0.0,70131.8271935484,0.0,70131.8271935484,0.0,70131.8271935484,0.0
50,2,2,51903.13857142857,0.0,51903.13857142857,0.0,51903.13857142857,0.0,51903.13857142857,0.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,51903.13857142857,0.0,51903.13857142857,0.0,51903.13857142857,0.0,51903.13857142857,0.0
100,1,4,38656.54388215551,0.0,38656.54388215551,0.0,38656.54388215551,0.0,38656.54388215551,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,11138.855040531407,0.0,11138.855040531407,0.0,11138.855040531407,0.0,11138.855040531407,0.0
287,1,6,12972.449021746315,1.0,12972.449021746315,1.0,12972.449021746315,1.0,12972.449021746315,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9435.635301200286,20.0,9435.635301200286,20.0,9435.635301200286,20.0,9435.635301200286,20.0
400,2,2,6317.3788121990365,0.0,6317.3788121990365,0.0,6317.3788121990365,0.0,6317.3788121990365,0.0
439,1,9,7297.002574732301,9.0,7297.002574732301,9.0,7297.002574732301,9.0,7297.002574732301,9.0
1000,1,2,4988.496550168826,0.0,4988.496550168826,0.0,4988.496550168826,0.0,4988.496550168826,0.0
1000,1,4,3838.1706855654784,0.0,3838.1706855654784,0.0,3838.1706855654784,0.0,3838.1706855654784,0.0
1000,2,2,2378.9386315407855,0.0,2378.9386315407855,0.0,2378.9386315407855,0.0,2378.9386315407855,0.0
