pods,cpu,mem,alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,iterations,explored_alphas,explored_podcount,nodepool_config,workload_intensity,execution_time
10,1,2,0.2705,0.0803,472631.771,5885825.2927,10.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.20162612375115663), np.float64(0.25735421375199785), np.float64(0.2705098312484227), np.float64(0.278640450004206), np.float64(0.2836654487448475), np.float64(0.28677106875998937), np.float64(0.28174607001934787), np.float64(0.28485169003448974), np.float64(0.2829323113089901), np.float64(0.28411855259863233), np.float64(0.28338541516277493), np.float64(0.28383851901655976)]","[5412.0, 637760.0, 10.0, 10.0, 1048.0, 10.0, 10.0, 10.0, 10.0, 10.0, 152.0, 10.0, 16.0, 10.0, 16.0, 10.0, 10.0]","[{'instance_type': 'r8a.large', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 20.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 2, 'T3': 10.0}]",default,2820.1771
10,1,4,0.1459,0.0803,472631.771,5885825.2927,10.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.1377674149945321), np.float64(0.15092303249095693), np.float64(0.1540286525060988), np.float64(0.15594803123159842), np.float64(0.15713427252124065), np.float64(0.15786740995709805), np.float64(0.15668116866745582), np.float64(0.15741430610331322), np.float64(0.15758737637502548)]","[186362.0, 905855.0, 2652.0, 10.0, 10.0, 1468.0, 10.0, 16.0, 10.0, 10.0, 10.0, 10.0, 10.0, 16.0, 10.0, 10.0, 16.0]","[{'instance_type': 'r8a.large', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 20.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 2, 'T3': 10.0}]",default,2847.0644
10,2,2,0.1885,0.1599,472631.771,2955795.9412,10.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.16718427000252362), np.float64(0.18847050625473183), np.float64(0.1934955049953733), np.float64(0.19660112501051516), np.float64(0.1985205037360148), np.float64(0.19970674502565702), np.float64(0.1977873663001574), np.float64(0.19897360758979962), np.float64(0.1992536411718722), np.float64(0.19942671144358445)]","[54339.0, 499121.0, 1134.0, 10.0, 10.0, 10.0, 313.0, 10.0, 10.0, 10.0, 10.0, 10.0, 56.0, 10.0, 10.0, 10.0, 10.0]","[{'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 10.0}]",default,2937.1374
17,7,7,0.2918,0.8928,693135.8423,776361.8305,17.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.32623792124926393), np.float64(0.2705098312484227), np.float64(0.3049516849970557), np.float64(0.28366544874484756), np.float64(0.29682106624127236), np.float64(0.2999266862564142), np.float64(0.30184606498191385), np.float64(0.3030323062715561), np.float64(0.30111292754605645), np.float64(0.3022991688356987), np.float64(0.30257920241777125), np.float64(0.3027522726894835)]","[268.0, 53711.0, 17.0, 17.0, 17.0, 94.0, 17.0, 27.0, 17.0, 17.0, 17.0, 17.0, 27.0, 17.0, 17.0, 17.0, 17.0]","[{'instance_type': 'c6gd.2xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 4, 'T3': 50.0}, {'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}]",default,2750.4653
50,1,2,0.2705,0.4007,2363158.855,5897576.3788,50.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.20162612375115663), np.float64(0.25735421375199785), np.float64(0.2705098312484227), np.float64(0.278640450004206), np.float64(0.2836654487448475), np.float64(0.28677106875998937), np.float64(0.28174607001934787), np.float64(0.28485169003448974), np.float64(0.28558482747034714), np.float64(0.28603793132413197), np.float64(0.28530479388827457), np.float64(0.2857578977420594)]","[5412.0, 637760.0, 50.0, 50.0, 1048.0, 50.0, 50.0, 50.0, 50.0, 50.0, 152.0, 50.0, 50.0, 50.0, 52.0, 50.0, 50.0]","[{'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 20.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 8, 'T3': 10.0}]",default,2861.5075
50,1,4,0.1459,0.4007,2363158.855,5897576.3788,50.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.1377674149945321), np.float64(0.15092303249095693), np.float64(0.1540286525060988), np.float64(0.15594803123159842), np.float64(0.15713427252124065), np.float64(0.15786740995709805), np.float64(0.15832051381088288), np.float64(0.15860054739295545), np.float64(0.15877361766466772)]","[186362.0, 905855.0, 2652.0, 50.0, 50.0, 1468.0, 50.0, 52.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]","[{'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 20.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 8, 'T3': 10.0}]",default,2927.2653
50,2,2,0.1885,0.8021,2363158.855,2946214.755,50.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.16718427000252362), np.float64(0.18847050625473183), np.float64(0.1934955049953733), np.float64(0.19660112501051516), np.float64(0.1985205037360148), np.float64(0.19970674502565702), np.float64(0.1977873663001574), np.float64(0.19897360758979962), np.float64(0.19824047015394222), np.float64(0.19869357400772705)]","[54339.0, 499121.0, 1134.0, 50.0, 50.0, 50.0, 313.0, 50.0, 50.0, 50.0, 50.0, 50.0, 56.0, 50.0, 56.0, 50.0, 50.0]","[{'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 10.0}]",default,3302.2213
75,3,5,0.1459,1.8399,3544738.2825,1926592.9031,75.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.1377674149945321), np.float64(0.15092303249095693), np.float64(0.1540286525060988), np.float64(0.15594803123159842), np.float64(0.15713427252124065), np.float64(0.15521489379574102), np.float64(0.15640113508538325), np.float64(0.15668116866745582), np.float64(0.15685423893916808)]","[107683.0, 338858.0, 1497.0, 75.0, 75.0, 399.0, 75.0, 96.0, 75.0, 75.0, 75.0, 75.0, 96.0, 75.0, 75.0, 75.0, 75.0]","[{'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.metal-48xl', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 10.0}]",default,3143.6559
100,1,2,0.2705,0.8021,4726317.71,5892429.51,100.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.20162612375115663), np.float64(0.25735421375199785), np.float64(0.2705098312484227), np.float64(0.278640450004206), np.float64(0.2836654487448475), np.float64(0.28677106875998937), np.float64(0.28174607001934787), np.float64(0.28485169003448974), np.float64(0.28558482747034714), np.float64(0.2843985861807049), np.float64(0.2851317236165623), np.float64(0.28530479388827457)]","[5412.0, 637760.0, 100.0, 100.0, 1048.0, 100.0, 100.0, 100.0, 100.0, 100.0, 152.0, 100.0, 100.0, 112.0, 100.0, 100.0, 100.0]","[{'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 10.0}]",default,2847.4253
100,1,4,0.1459,0.8021,4726317.71,5892429.51,100.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.1377674149945321), np.float64(0.15092303249095693), np.float64(0.1540286525060988), np.float64(0.15594803123159842), np.float64(0.15713427252124065), np.float64(0.15786740995709805), np.float64(0.15832051381088288), np.float64(0.15860054739295545), np.float64(0.15814744353917062)]","[186362.0, 905855.0, 2652.0, 100.0, 100.0, 1468.0, 100.0, 112.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 112.0, 100.0]","[{'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 10.0}]",default,2909.3034
100,2,2,0.1885,1.6052,4726317.71,2944379.3359,100.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.16718427000252362), np.float64(0.18847050625473183), np.float64(0.1934955049953733), np.float64(0.19660112501051516), np.float64(0.1985205037360148), np.float64(0.19970674502565702), np.float64(0.20043988246151442), np.float64(0.1992536411718722), np.float64(0.1999867786077296), np.float64(0.20015984887944185)]","[54339.0, 499121.0, 1134.0, 100.0, 100.0, 100.0, 313.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 121.0, 100.0, 100.0, 100.0]","[{'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 24, 'T3': 25.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 10, 'T3': 10.0}]",default,2823.2269
115,4,2,0.2016,3.7118,5435265.3665,1464320.644,115.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.20162612375115666), np.float64(0.2147817412475815), np.float64(0.19349550499537332), np.float64(0.20665112249179815), np.float64(0.20975674250694), np.float64(0.20473174376629852), np.float64(0.20783736378144038), np.float64(0.20857050121729778), np.float64(0.2090236050710826), np.float64(0.2082904676352252), np.float64(0.20874357148901004)]","[23380.0, 239264.0, 532.0, 115.0, 115.0, 115.0, 115.0, 308.0, 115.0, 115.0, 177.0, 115.0, 115.0, 115.0, 134.0, 115.0, 115.0]","[{'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.metal-48xl', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 5, 'T3': 15.0}]",default,2888.1659
287,1,6,0.1459,2.3171,13611795.0048,5874496.1395,288.0,1.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.09016994374947422), np.float64(0.18033988749894847), np.float64(0.12461179749810725), np.float64(0.15905365124674029), np.float64(0.1377674149945321), np.float64(0.15092303249095693), np.float64(0.1540286525060988), np.float64(0.14900365376545727), np.float64(0.15210927378059916), np.float64(0.15284241121645656), np.float64(0.1532955150702414), np.float64(0.15357554865231396), np.float64(0.15374861892402622)]","[112101.0, 636360.0, 2588.0, 288.0, 288.0, 1468.0, 288.0, 1372.0, 288.0, 288.0, 434.0, 288.0, 288.0, 288.0, 288.0, 288.0, 434.0]","[{'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 25.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 25, 'T3': 25.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1b', 'num_instances': 20, 'T3': 20.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 11, 'T3': 15.0}]",default,2874.1746
400,1,2,0.2705,3.2195,18905270.84,5872113.9432,400.0,0.0,15,"[np.float64(0.3819660112501051), np.float64(0.6180339887498949), np.float64(0.2360679774997897), np.float64(0.1458980337503154), np.float64(0.29179606750063086), np.float64(0.20162612375115663), np.float64(0.25735421375199785), np.float64(0.2705098312484227), np.float64(0.278640450004206), np.float64(0.2836654487448475), np.float64(0.28677106875998937), np.float64(0.288690447485489), np.float64(0.28558482747034714), np.float64(0.28750420619584677), np.float64(0.28631796490620454), np.float64(0.28705110234206194), np.float64(0.2872241726137742)]","[5412.0, 637760.0, 400.0, 400.0, 1048.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 434.0, 400.0, 434.0, 400.0, 400.0, 400.0]","[{'instance_type': 'r8a.24xlarge', 'availability_zone': 'us-east-1a', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.4xlarge', 'availability_zone': 'us-east-1b', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1a', 'num_instances': 25, 'T3': 25.0}, {'instance_type': 'r8a.large', 'availability_zone': 'us-east-1b', 'num_instances': 3, 'T3': 20.0}, {'instance_type': 'r8a.metal-48xl', 'availability_zone': 'us-east-1d', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.xlarge', 'availability_zone': 'us-east-1d', 'num_instances': 10, 'T3': 10.0}]",default,2792.0064
