instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1c,10,25.0,10,1,2,10.0,0.0,0.144,196786.35,0.0144,10,136657.1875
m6g.medium,ap-northeast-1d,10,5.0,10,1,4,10.0,0.0,0.152,197708.9612,0.0152,10,130071.685
t2.large,ap-northeast-1c,10,50.0,10,2,2,10.0,0.0,0.353,217721.9514,0.0353,10,61677.6066
t3.2xlarge,ap-northeast-1c,17,50.0,17,7,7,17.0,0.0,2.0451,346011.3919,0.1203,17,9952.3795
c6g.medium,ap-northeast-1c,50,25.0,50,1,2,50.0,0.0,0.72,983931.75,0.0144,50,27331.4375
m6g.medium,ap-northeast-1d,50,5.0,50,1,4,50.0,0.0,0.76,988544.8062,0.0152,50,26014.337
t2.large,ap-northeast-1c,50,50.0,50,2,2,50.0,0.0,1.765,1088609.7571,0.0353,50,12335.5213
t2.xlarge,ap-northeast-1d,75,10.0,75,3,5,75.0,0.0,5.2575,1632914.6357,0.0701,75,4141.1688
c6g.medium,ap-northeast-1c,100,25.0,100,1,2,100.0,0.0,1.44,1967863.5,0.0144,100,13665.7187
m6g.medium,ap-northeast-1d,100,5.0,100,1,4,100.0,0.0,1.52,1977089.6125,0.0152,100,13007.1685
t2.large,ap-northeast-1c,100,50.0,100,2,2,100.0,0.0,3.53,2177219.5143,0.0353,100,6167.7607
t2.xlarge,ap-northeast-1d,115,10.0,115,4,2,115.0,0.0,8.0615,2503802.4414,0.0701,115,2700.7623
r7a.medium,ap-northeast-1c,287,50.0,287,1,6,287.0,0.0,8.1508,9625846.6233,0.0284,287,4114.8765
c6g.medium,ap-northeast-1c,400,25.0,400,1,2,400.0,0.0,5.76,7871454.0,0.0144,400,3416.4297
m6g.medium,ap-northeast-1d,400,5.0,400,1,4,400.0,0.0,6.08,7908358.45,0.0152,400,3251.7921
t2.large,ap-northeast-1c,400,50.0,400,2,2,400.0,0.0,14.12,8708878.0571,0.0353,400,1541.9402
r6g.large,ap-northeast-1a,439,50.0,439,1,9,439.0,0.0,19.6233,8615821.9569,0.0447,439,1000.1385
c6g.medium,ap-northeast-1c,1000,25.0,1000,1,2,1000.0,0.0,14.4,19678635.0,0.0144,1000,1366.5719
m6g.medium,ap-northeast-1d,1000,5.0,1000,1,4,1000.0,0.0,15.2,19770896.125,0.0152,1000,1300.7169
t2.large,ap-northeast-1c,1000,50.0,1000,2,2,1000.0,0.0,35.3,21772195.1429,0.0353,1000,616.7761
