pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1443518.5319148938,1058526.7580645161,1443518.5319148938,1058526.7580645161,1443518.5319148938,0.0,1.0,0.0,1.0,0.0
5,1,1,386385.9730994152,352842.25298685784,288703.7060992908,352842.25298685784,380883.012345679,0.0,1.0,0.0,1.0,0.0
6,1,1,352842.25298685784,352842.25298685784,240586.4217888101,352842.25298685784,300328.9152046784,0.0,0.0,0.0,0.0,0.0
10,1,1,211705.3517204301,211705.3517204301,144351.8531205674,211705.3517204301,107255.05608108109,0.0,0.0,0.0,0.0,0.0
14,1,1,151218.1084046522,151218.1084046522,103108.46649298018,151218.1084046522,81643.80754222303,0.0,0.0,0.0,0.0,0.0
15,1,1,136749.35518595518,132315.8448420699,96234.56873128448,132315.8448420699,74983.50994015092,0.0,1.0,0.0,1.0,0.0
17,1,1,121103.2299498068,117614.08432895262,84912.8547694422,117614.08432895262,59268.12601809956,0.0,1.0,0.0,1.0,0.0
20,1,1,105852.67588709678,105852.67588709678,72175.92654255319,105852.67588709678,46102.098027495515,0.0,0.0,0.0,0.0,0.0
25,1,1,83081.32429835651,81425.1352993574,57740.74123120568,81425.1352993574,37490.218911855554,0.0,1.0,0.0,1.0,0.0
30,1,1,70568.45058542413,70568.45058542413,48117.28436564224,70568.45058542413,23903.717898492192,0.0,0.0,0.0,0.0,0.0
35,1,1,59665.75265775702,58807.04215617948,41243.38659719207,58807.04215617948,17003.693318010966,0.0,1.0,0.0,1.0,0.0
40,1,1,52926.33794354839,52926.33794354839,36087.963271276596,52926.33794354839,12975.505447968428,0.0,0.0,0.0,0.0,0.0
45,1,1,46519.05502951273,45941.74646047727,32078.189577094825,46022.90256011546,14513.86226439287,0.0,1.0,0.0,1.0,0.0
50,1,1,42231.56840639699,42231.56840639699,28870.370618439716,42341.07035268817,11209.754689700703,0.0,0.0,0.0,0.0,0.0
