pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1330301.392156863,1083365.7669902914,1330301.392156863,920027.9299065421,1330301.392156863,0.0,1.0,0.0,1.0,0.0
5,1,1,341163.51841652323,334425.59623709624,266060.27816993464,306675.9768951194,374411.69902912615,0.0,1.0,0.0,1.0,0.0
6,1,1,329503.381275441,334425.59623709624,221716.89851125632,306675.9768951194,190885.15407801417,0.0,0.0,0.0,0.0,0.0
10,1,1,192670.2026609442,197731.84985233314,133030.1391503268,184005.58607476632,152945.7552826956,0.0,0.0,0.0,0.0,0.0
14,1,1,140360.59613656782,140360.59613656782,95021.52794451114,131432.56151058554,60766.02320445332,0.0,0.0,0.0,0.0,0.0
15,1,1,122703.3705726204,122577.81831288904,88686.75941902686,115003.49131133177,59609.16852600377,0.0,1.0,0.0,1.0,0.0
17,1,1,107609.69627609108,108794.28723865237,78253.02302281928,102225.32563170648,44593.32024351892,0.0,1.0,0.0,1.0,0.0
20,1,1,97797.26023955594,97797.26023955594,66515.06955882352,92002.79306074766,39640.026272942574,0.0,0.0,0.0,0.0,0.0
25,1,1,74773.29055342691,74773.29055342691,53212.055644444445,70771.37927888072,32767.11724106113,1.0,1.0,0.0,1.0,0.0
30,1,1,64563.167180970755,64563.167180970755,44343.37970951343,61335.19536863967,24147.356383047143,0.0,0.0,0.0,0.0,0.0
35,1,1,53445.40762273901,53587.32540508333,38008.61117780446,51112.66280864197,18773.518103775372,1.0,1.0,0.0,1.0,0.0
40,1,1,48008.235115907286,48132.28207404745,33257.53477941176,46001.39653037383,16998.196358208952,0.0,0.0,0.0,0.0,0.0
45,1,1,41654.6950133994,41756.270653122985,29562.25313967562,40001.21437467979,11380.53954658501,1.0,1.0,0.0,1.0,0.0
50,1,1,38278.5312,38367.91081031519,26606.0278248366,36801.11722242991,14829.799507389163,0.0,0.0,0.0,0.0,0.0
