pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,351582.10196428566,23873.908723543973,308388.04984848486,308388.04984848486,0.0,182.0,0.0,0.0
10,1,4,411700.1489547039,23873.908723543973,168982.01811965808,168982.01811965808,0.0,182.0,0.0,0.0
10,2,2,193198.81005882352,23873.908723543973,128105.15021097046,35992.69827892122,0.0,86.0,0.0,22.0
17,7,7,34051.280331412105,23873.90872354397,16659.42342818398,17996.349140446335,0.0,10.0,0.0,1.0
50,1,2,70316.42040714285,23873.908723543973,61677.609957575754,61677.609957575754,0.0,142.0,0.0,0.0
50,1,4,86026.89679650529,23873.908723543973,33796.40363076923,33796.40363076923,0.0,142.0,0.0,0.0
50,2,2,37578.71591990846,23873.908723543973,25621.030042194092,17996.34913946061,0.0,46.0,0.0,14.0
75,3,5,19820.169881741174,11821.113776199289,7708.999556714257,8998.174569941531,0.0,53.0,0.0,9.0
100,1,2,33707.961673170736,23873.908723543973,30838.804978787877,30838.804978787877,0.0,92.0,0.0,0.0
100,1,4,44002.585513453116,23873.908723543973,16898.201816239318,16898.201816239318,0.0,92.0,0.0,0.0
100,2,2,18694.992742414146,11821.11377619929,12810.515021097046,8998.174569730305,0.0,92.0,0.0,28.0
115,4,2,9762.093793245893,9402.239416726346,5027.6084064307415,4499.0872848651525,0.0,5.0,0.0,13.0
287,1,6,15710.925472858424,11821.11377619929,5292.491289198607,5013.413752455796,1.0,97.0,0.0,33.0
400,1,2,11292.185019937377,9402.239416726346,7709.701244602273,7709.701244602273,0.0,80.0,0.0,0.0
400,1,4,11312.663563034059,9402.239416726346,4224.5504540598295,4224.5504540598295,0.0,80.0,0.0,0.0
400,2,2,5551.556598343806,5136.520214315213,3202.6287552742615,2768.669098378555,0.0,32.0,0.0,16.0
439,1,9,9077.72536252761,7801.135115952793,1910.3026548257737,3133.383595284872,0.0,71.0,0.0,9.0
1000,1,2,4405.859876357736,4384.623964450382,3083.8804978333333,3083.8804978333333,0.0,8.0,0.0,0.0
1000,1,4,4415.42746237423,4384.623964450382,1689.8201816239316,1689.8201816239316,0.0,8.0,0.0,0.0
1000,2,2,2126.8362583194225,2001.6177059294523,1281.0515021097046,1124.7718212162881,0.0,57.0,0.0,24.0
