pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,496230.7908641975,320498.9413680781,356127.68276595743,71795.79737609331,0.0,6.0,0.0,54.0
10,1,4,481785.69928644237,52491.31175033319,232888.7050909091,71795.79737609331,0.0,86.0,0.0,22.0
10,2,2,213665.96091205213,213665.96091205213,122719.35063241105,71795.79737609331,2.0,2.0,0.0,22.0
17,7,7,37866.06122171946,25750.886509752643,24080.84210962232,35897.89868804665,0.0,10.0,0.0,1.0
50,1,2,101867.92477319586,91571.1261051652,71225.5365574468,71795.79737609331,0.0,6.0,0.0,14.0
50,1,4,85158.06321911892,52491.31175033319,46577.741021818176,35897.898688046655,0.0,46.0,0.0,14.0
50,2,2,49307.5294412428,49307.5294412428,24543.87012964427,35897.898688046655,2.0,2.0,0.0,14.0
75,3,5,19552.53693865396,17275.815885664157,5205.988095238095,17948.949344023324,0.0,21.0,0.0,9.0
100,1,2,50933.96238659793,49307.5294412428,35612.7682787234,35897.898688046655,0.0,4.0,0.0,28.0
100,1,4,50360.3378795951,50360.3378795951,23288.870510909088,17948.949344023327,0.0,0.0,0.0,28.0
100,2,2,25639.915309446253,25639.915309446253,12271.935064822135,17948.949344023327,0.0,0.0,0.0,28.0
115,4,2,11041.765795084728,11041.765795084728,3395.209627329192,8974.474672011664,1.0,1.0,0.0,13.0
287,1,6,17275.815885664157,17038.529543242366,6685.252154777188,5128.271241149521,1.0,5.0,0.0,7.0
400,1,2,12819.957654723126,12819.957654723126,8903.192069614362,10256.54248229904,0.0,0.0,0.0,48.0
400,1,4,12321.595781844726,12257.68377509207,5822.217627840909,5522.753644314868,0.0,2.0,0.0,16.0
400,2,2,6389.167207792208,6389.167207792208,3067.9837662302375,5522.753644314868,0.0,0.0,0.0,16.0
439,1,9,9237.783992585837,8855.425522746009,2590.9852099935783,3411.111542046351,0.0,42.0,0.0,137.0
1000,1,2,5055.526011560693,4621.657587093091,3561.276827851064,4487.237336005832,0.0,92.0,0.0,24.0
1000,1,4,4692.019050739097,4682.350439374276,2328.8870511363634,2243.618668002916,0.0,2.0,0.0,24.0
1000,2,2,2453.029244089321,2420.1825692951775,1227.193506494071,2243.618668002916,0.0,11.0,0.0,24.0
