pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,521646.8616977225,0.0,521646.8616977225,0.0,521646.8616977225,0.0,521646.8616977225,0.0
10,1,4,539533.9851598174,0.0,539533.9851598174,0.0,539533.9851598174,0.0,539533.9851598174,0.0
10,2,2,247319.8448390677,0.0,247319.8448390677,0.0,247319.8448390677,0.0,247319.8448390677,0.0
17,7,7,43667.87684040094,0.0,43667.87684040094,0.0,43667.87684040094,0.0,43667.87684040094,0.0
50,1,2,102983.23431119921,0.0,102983.23431119921,0.0,102983.23431119921,0.0,102983.23431119921,0.0
50,1,4,106042.5781916087,0.0,106042.5781916087,0.0,106042.5781916087,0.0,106042.5781916087,0.0
50,2,2,55886.45749083599,0.0,55886.45749083599,0.0,55886.45749083599,0.0,55886.45749083599,0.0
75,3,5,22515.398283719944,1.0,22515.398283719944,1.0,22515.398283719944,1.0,22515.398283719944,1.0
100,1,2,55886.45749083599,0.0,55886.45749083599,0.0,55886.45749083599,0.0,55886.45749083599,0.0
100,1,4,55886.45749083599,0.0,55886.45749083599,0.0,55886.45749083599,0.0,55886.45749083599,0.0
100,2,2,27266.772228494017,0.0,25639.915309446253,0.0,27266.772228494017,0.0,27266.772228494017,0.0
115,4,2,11716.802607533164,0.0,11715.360769511379,0.0,11716.802607533164,0.0,11716.802607533164,0.0
287,1,6,18912.079188507865,1.0,18912.079188507865,1.0,18912.079188507865,1.0,18912.079188507865,1.0
400,1,2,13524.631459966804,0.0,13299.07717016435,0.0,13524.631459966804,0.0,13524.631459966804,0.0
400,1,4,13524.631459966804,0.0,13524.631459966804,0.0,13524.631459966804,0.0,13524.631459966804,0.0
400,2,2,6657.260770163973,0.0,6657.083122127316,0.0,6657.260770163973,0.0,6657.260770163973,0.0
439,1,9,10769.04326923077,0.0,10769.04326923077,0.0,10769.04326923077,0.0,10769.04326923077,0.0
1000,1,2,5290.54875874079,0.0,5172.178111458592,0.0,5290.54875874079,0.0,5290.54875874079,0.0
1000,1,4,5002.894429789326,0.0,5002.894429789326,0.0,5002.894429789326,0.0,5002.894429789326,0.0
1000,2,2,2558.6630543641495,0.0,2553.1976993281023,0.0,2558.6630543641495,0.0,2558.6630543641495,0.0
