pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,496230.7908641975,58450.62713331685,363869.5889130435,57943.431764705885,0.0,86.0,0.0,54.0
10,1,4,543254.9091954024,58450.62713331685,230790.60864864863,44260.12018400138,0.0,86.0,0.0,54.0
10,2,2,213665.96091205213,58450.62713331685,121756.84592156863,57943.431764705885,2.0,38.0,0.0,22.0
17,7,7,37705.75780800919,28442.665402900646,25362.455555232475,28971.71588235294,0.0,10.0,0.0,1.0
50,1,2,101867.92477319586,58450.62713331685,72773.91778695652,57943.431764705885,0.0,46.0,0.0,14.0
50,1,4,109583.06770229538,58450.62713331685,46158.12173333333,44260.12018400138,0.0,46.0,0.0,14.0
50,2,2,49307.5294412428,50029.82650576902,24351.369187450982,28971.715882352943,2.0,6.0,0.0,14.0
75,3,5,23198.12461567141,19132.56572076266,5343.824847250509,14485.85794117647,0.0,21.0,0.0,9.0
100,1,2,50933.96238659793,50029.82650576902,36386.95889347826,28971.715882352943,0.0,12.0,0.0,28.0
100,1,4,56045.50824143247,50029.82650576902,23079.060866666667,22130.06009200069,0.0,12.0,0.0,28.0
100,2,2,25639.915309446253,18133.50870933088,12175.684593725491,14485.857941176471,0.0,52.0,0.0,28.0
115,4,2,11021.975467682312,11178.084551345726,3485.103161250332,7242.928970588236,1.0,7.0,0.0,13.0
287,1,6,19132.565720762657,18133.50870933088,6635.362213323626,6635.362213323626,1.0,17.0,0.0,0.0
400,1,2,12819.957654723126,13725.330942355164,9096.73972330163,8277.633109243698,0.0,0.0,0.0,48.0
400,1,4,13725.330942355164,13725.330942355164,5769.7652167792785,6322.874312000198,0.0,0.0,0.0,48.0
400,2,2,6738.472112468764,6131.6247972911615,3043.9211484558828,4457.18705882353,0.0,38.0,0.0,16.0
439,1,9,10941.563362348365,9972.607157175109,2576.179580222187,3360.1744210726756,0.0,42.0,0.0,137.0
1000,1,2,5020.059948979592,5145.803621200244,3638.695889326087,3621.464485294118,0.0,38.0,0.0,24.0
1000,1,4,5345.968973747017,5145.803621200244,2307.906086711712,2766.2575115000864,0.0,38.0,0.0,24.0
1000,2,2,2628.932763041753,2611.2742076637364,1217.5684593843137,1810.732242647059,0.0,3.0,0.0,24.0
