pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,246107.47137499996,246107.47137499996,222165.25653061224,222165.25653061224,0.0,0.0,0.0,0.0
10,1,4,170189.33626373627,9544.915593083539,109231.47027624308,19417.497667452368,0.0,182.0,0.0,54.0
10,2,2,92878.37885493501,11213.691964448331,56385.77363896849,24579.858855858107,0.0,86.0,0.0,22.0
17,7,7,14576.256575585703,11213.691965122884,10638.942659769285,12289.929427929053,1.0,10.0,0.0,1.0
50,1,2,49221.494285,49221.494285,44433.051310204086,44433.051310204086,0.0,0.0,0.0,0.0
50,1,4,34037.86725274725,9544.915593083539,21846.294059668508,19417.497667452368,0.0,142.0,0.0,14.0
50,2,2,20952.119070305587,11213.691964448331,11277.154727793697,12289.929427929053,0.0,46.0,0.0,14.0
75,3,5,9212.865047891835,7421.6365838958545,3180.3854545454546,6144.964713964527,0.0,21.0,0.0,9.0
100,1,2,24306.910758024693,24306.910758024693,22216.52565612245,22216.52565612245,0.0,0.0,0.0,0.0
100,1,4,17018.933626373626,9544.915593083539,10923.14703038674,9708.748833726184,0.0,92.0,0.0,28.0
100,2,2,10694.788448844885,7421.6365838958545,5638.5773638968485,6144.964713964527,0.0,44.0,0.0,28.0
115,4,2,4501.793827238961,4427.323115310495,2074.1644268774703,3072.4823569822634,0.0,5.0,0.0,13.0
287,1,6,4566.1368673826955,4211.454713467845,3094.268706558265,3714.5162625861153,0.0,33.0,0.0,1.0
400,1,2,5573.1102081361305,5573.1102081361305,5554.131413966837,5554.131413966837,0.0,0.0,0.0,0.0
400,1,4,4567.426045323591,3181.638531027846,2730.786757596685,2773.928238207481,0.0,176.0,0.0,48.0
400,2,2,2635.6799059727364,2450.211597236593,1409.6443409742121,1890.7583735275466,0.0,32.0,0.0,16.0
439,1,9,2625.5555391919056,2625.5555391919056,1302.9810015574642,2026.0997796035992,14.0,14.0,0.0,23.0
1000,1,2,2149.116707074761,2110.636380553098,2221.652565602041,2221.652565602041,0.0,18.0,0.0,0.0
1000,1,4,1826.9704181294367,1590.819265513923,1092.314703038674,1213.593604215773,0.0,152.0,0.0,24.0
1000,2,2,1049.8003277904422,1045.960869406526,563.8577363896848,768.1205892455658,0.0,8.0,0.0,24.0
