pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1088428.4117647058,321266.8154990403,1088428.4117647058,572342.9563953488,1012617.4776119404,0.0,3.0,0.0,1.0,0.0
5,1,1,226532.57622857142,160633.40780950096,217685.6821390374,190780.985626615,134007.08457405987,0.0,3.0,0.0,1.0,0.0
6,1,1,190780.985626615,160633.40780950096,181404.7351455734,190780.985626615,203509.59358974363,0.0,2.0,0.0,0.0,0.0
10,1,1,114468.5913372093,107088.93852633824,108842.84112299465,114468.5913372093,84398.94101487982,0.0,2.0,0.0,0.0,0.0
14,1,1,81763.2795443759,80316.70388975527,77744.88650005458,81763.2795443759,57283.085149838465,0.0,2.0,0.0,0.0,0.0
15,1,1,76042.12698779705,80316.70388975527,72561.89407011289,71542.86959484011,51742.59790356394,0.0,1.0,0.0,1.0,0.0
17,1,1,67123.90663090687,64253.363109404985,64025.20065503395,63593.66187553833,18506.9909179254,0.0,3.0,0.0,1.0,0.0
20,1,1,57234.29568313954,64253.363109404985,54421.42054812834,57234.29568313954,36288.34925022584,0.0,0.0,0.0,0.0,0.0
25,1,1,45689.914845886444,45895.25936679854,43537.13643636364,44026.381295582774,34233.63572913573,0.0,3.0,0.0,1.0,0.0
30,1,1,38156.19711886305,40158.351944877635,36280.947035056444,38156.19711886305,23563.58670811825,0.0,2.0,0.0,0.0,0.0
35,1,1,32655.506384187473,35696.312839150734,31097.95460002183,31796.830933283087,15059.46230782876,0.0,1.0,0.0,1.0,0.0
40,1,1,28617.14784156977,32126.68155710173,27210.71027406417,28617.14784156977,12171.986773897057,0.0,0.0,0.0,0.0,0.0
45,1,1,25407.318882441436,26772.23462991843,24187.298023370964,24884.47638424847,11115.958681977569,0.0,3.0,0.0,1.0,0.0
50,1,1,22893.71827209302,24712.831967143295,21768.568220320856,22893.71827209302,10486.367371718376,0.0,2.0,0.0,0.0,0.0
