instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,us-east-1f,1,15.0,1,1,1,2.0,1.0,0.0206,39377.1954,0.0103,1,955757.1706
t4g.large,us-east-1f,3,15.0,5,1,1,6.0,1.0,0.0618,118131.5863,0.0103,3,318585.7235
t4g.large,us-east-1f,3,15.0,6,1,1,6.0,0.0,0.0618,118131.5863,0.0103,3,318585.7235
t4g.large,us-east-1f,5,15.0,10,1,1,10.0,0.0,0.103,196885.9771,0.0103,5,191151.4341
t4g.large,us-east-1f,7,15.0,14,1,1,14.0,0.0,0.1442,275640.368,0.0103,7,136536.7387
t4g.large,us-east-1f,8,15.0,15,1,1,16.0,1.0,0.1648,315017.5634,0.0103,8,119469.6463
t4g.large,us-east-1f,9,15.0,17,1,1,18.0,1.0,0.1854,354394.7589,0.0103,9,106195.2412
t4g.large,us-east-1f,10,15.0,20,1,1,20.0,0.0,0.206,393771.9543,0.0103,10,95575.7171
t4g.large,us-east-1f,13,15.0,25,1,1,26.0,1.0,0.2678,511903.5406,0.0103,13,73519.7824
t4g.large,us-east-1f,15,15.0,30,1,1,30.0,0.0,0.309,590657.9314,0.0103,15,63717.1447
t4g.large,us-east-1f,18,15.0,35,1,1,36.0,1.0,0.3708,708789.5177,0.0103,18,53097.6206
t4g.large,us-east-1f,20,15.0,40,1,1,40.0,0.0,0.412,787543.9086,0.0103,20,47787.8585
t4g.large,us-east-1f,23,15.0,45,1,1,46.0,1.0,0.4738,905675.4949,0.0103,23,41554.6596
t4g.large,us-east-1f,25,15.0,50,1,1,50.0,0.0,0.515,984429.8857,0.0103,25,38230.2868
