instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,us-east-1f,1,25.0,1,1,1,2.0,1.0,0.0186,39377.1954,0.0093,1,1058526.7588
t4g.large,us-east-1f,3,25.0,5,1,1,6.0,1.0,0.0558,118131.5863,0.0093,3,352842.2529
t4g.large,us-east-1f,3,25.0,6,1,1,6.0,0.0,0.0558,118131.5863,0.0093,3,352842.2529
t4g.large,us-east-1f,5,25.0,10,1,1,10.0,0.0,0.093,196885.9771,0.0093,5,211705.3518
t4g.large,us-east-1f,7,25.0,14,1,1,14.0,0.0,0.1302,275640.368,0.0093,7,151218.1084
t4g.large,us-east-1f,8,25.0,15,1,1,16.0,1.0,0.1488,315017.5634,0.0093,8,132315.8449
t4g.large,us-east-1f,9,25.0,17,1,1,18.0,1.0,0.1674,354394.7589,0.0093,9,117614.0843
t4g.large,us-east-1f,10,25.0,20,1,1,20.0,0.0,0.186,393771.9543,0.0093,10,105852.6759
t4g.large,us-east-1f,13,25.0,25,1,1,26.0,1.0,0.2418,511903.5406,0.0093,13,81425.1353
t4g.large,us-east-1f,15,25.0,30,1,1,30.0,0.0,0.279,590657.9314,0.0093,15,70568.4506
t4g.large,us-east-1f,18,25.0,35,1,1,36.0,1.0,0.3348,708789.5177,0.0093,18,58807.0422
t4g.large,us-east-1f,20,25.0,40,1,1,40.0,0.0,0.372,787543.9086,0.0093,20,52926.3379
t4g.large,us-east-1f,23,25.0,45,1,1,46.0,1.0,0.4278,905675.4949,0.0093,23,46022.9026
t4g.large,us-east-1f,25,25.0,50,1,1,50.0,0.0,0.465,984429.8857,0.0093,25,42341.0704
