alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.01,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.02,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.03,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.04,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.05,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.06,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.07,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.08,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.09,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.1,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.11,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.12,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.13,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.14,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.15,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.16,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.17,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.18,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.19,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.2,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.21,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.22,0.6283,979892,1559592.5513289832,50,0,"{'D2pls_v5_US East_1': 20, 'D2pls_v5_US East_2': 20, 'D2pls_v5_US East_3': 10}"
0.23,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.24,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.25,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D2als_v6_US East_3': 2, 'D32als_v6_US East_2': 3}"
0.26,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.27,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.28,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D2als_v6_US East_3': 2, 'D32als_v6_US East_2': 3}"
0.29,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.3,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.31,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.32,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D2als_v6_US East_3': 2, 'D32als_v6_US East_2': 3}"
0.33,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D2als_v6_US East_3': 2, 'D32als_v6_US East_2': 3}"
0.34,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D2als_v6_US East_3': 2, 'D32als_v6_US East_2': 3}"
0.35000000000000003,0.7876839999999999,1602711,2034713.7938564196,50,0,"{'D16als_v6_US East_3': 6, 'D2als_v6_US East_3': 2}"
0.36,62.09356,126293666,2033925.357154591,3940,3890,"{'D16als_v6_US East_1': 20, 'D16als_v6_US East_3': 20, 'D2als_v6_US East_1': 20, 'D2als_v6_US East_2': 20, 'D2als_v6_US East_3': 20, 'D32als_v6_US East_2': 20, 'D32als_v6_US East_3': 20, 'D48als_v6_US East_1': 20, 'D48als_v6_US East_3': 20, 'D4als_v6_US East_1': 20, 'D4als_v6_US East_2': 20, 'D4als_v6_US East_3': 20, 'D64als_v6_US East_3': 20, 'D8als_v6_US East_1': 20, 'D8als_v6_US East_2': 20, 'D8als_v6_US East_3': 20, 'D96als_v6_US East_2': 20}"
0.37,62.09356,126293666,2033925.357154591,3940,3890,"{'D16als_v6_US East_1': 20, 'D16als_v6_US East_3': 20, 'D2als_v6_US East_1': 20, 'D2als_v6_US East_2': 20, 'D2als_v6_US East_3': 20, 'D32als_v6_US East_2': 20, 'D32als_v6_US East_3': 20, 'D48als_v6_US East_1': 20, 'D48als_v6_US East_3': 20, 'D4als_v6_US East_1': 20, 'D4als_v6_US East_2': 20, 'D4als_v6_US East_3': 20, 'D64als_v6_US East_3': 20, 'D8als_v6_US East_1': 20, 'D8als_v6_US East_2': 20, 'D8als_v6_US East_3': 20, 'D96als_v6_US East_2': 20}"
0.38,62.09356,126293666,2033925.357154591,3940,3890,"{'D16als_v6_US East_1': 20, 'D16als_v6_US East_3': 20, 'D2als_v6_US East_1': 20, 'D2als_v6_US East_2': 20, 'D2als_v6_US East_3': 20, 'D32als_v6_US East_2': 20, 'D32als_v6_US East_3': 20, 'D48als_v6_US East_1': 20, 'D48als_v6_US East_3': 20, 'D4als_v6_US East_1': 20, 'D4als_v6_US East_2': 20, 'D4als_v6_US East_3': 20, 'D64als_v6_US East_3': 20, 'D8als_v6_US East_1': 20, 'D8als_v6_US East_2': 20, 'D8als_v6_US East_3': 20, 'D96als_v6_US East_2': 20}"
0.39,115.12882000000003,221815271,1926670.242950462,6920,6870,"{'D16als_v6_US East_1': 20, 'D16als_v6_US East_3': 20, 'D16as_v6_US East_1': 20, 'D16as_v6_US East_2': 20, 'D2als_v6_US East_1': 20, 'D2als_v6_US East_2': 20, 'D2als_v6_US East_3': 20, 'D2as_v6_US East_1': 20, 'D2as_v6_US East_2': 20, 'D2as_v6_US East_3': 20, 'D32als_v6_US East_2': 20, 'D32als_v6_US East_3': 20, 'D32as_v6_US East_1': 20, 'D32as_v6_US East_3': 20, 'D48als_v6_US East_1': 20, 'D48als_v6_US East_3': 20, 'D4als_v6_US East_1': 20, 'D4als_v6_US East_2': 20, 'D4als_v6_US East_3': 20, 'D4as_v6_US East_1': 20, 'D4as_v6_US East_2': 20, 'D4as_v6_US East_3': 20, 'D64als_v6_US East_3': 20, 'D64as_v6_US East_2': 20, 'D8als_v6_US East_1': 20, 'D8als_v6_US East_2': 20, 'D8als_v6_US East_3': 20, 'D8as_v6_US East_1': 20, 'D8as_v6_US East_2': 20, 'D8as_v6_US East_3': 20, 'D96als_v6_US East_2': 20, 'D96as_v6_US East_3': 20}"
