pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,561987.8370986921,0.0,561987.8370986921,0.0,561987.8370986921,0.0,561987.8370986921,0.0
10,1,4,561987.8370986921,0.0,561987.8370986921,0.0,561987.8370986921,0.0,561987.8370986921,0.0
10,2,2,281328.4351190476,0.0,265216.2465263158,0.0,281328.4351190476,0.0,281328.4351190476,0.0
17,7,7,45217.58523442648,0.0,45217.58523442648,0.0,45217.58523442648,0.0,45217.58523442648,0.0
50,1,2,103341.70404773745,0.0,103341.70404773745,0.0,103341.70404773745,0.0,103341.70404773745,0.0
50,1,4,112504.58724113306,0.0,112504.58724113306,0.0,112504.58724113306,0.0,112504.58724113306,0.0
50,2,2,58170.064123076925,0.0,51696.55891542289,0.0,58170.064123076925,0.0,58170.064123076925,0.0
75,3,5,25156.04486906536,0.0,25156.04486906536,0.0,25156.04486906536,0.0,25156.04486906536,0.0
100,1,2,58170.064123076925,0.0,58170.064123076925,0.0,58170.064123076925,0.0,58170.064123076925,0.0
100,1,4,58170.064123076925,0.0,58170.064123076925,0.0,58170.064123076925,0.0,58170.064123076925,0.0
100,2,2,28829.557826033913,0.0,28829.557826033913,0.0,28829.557826033913,0.0,28829.557826033913,0.0
115,4,2,12338.000130524446,0.0,12338.000130524446,0.0,12338.000130524446,0.0,12338.000130524446,0.0
287,1,6,19861.815893427465,1.0,19861.815893427465,1.0,19861.815893427465,1.0,19861.815893427465,1.0
400,1,2,14209.361162888581,0.0,14209.361162888581,0.0,14209.361162888581,0.0,14209.361162888581,0.0
400,1,4,14209.361162888581,0.0,14209.361162888581,0.0,14209.361162888581,0.0,14209.361162888581,0.0
400,2,2,7035.723636417768,0.0,7035.723636417768,0.0,7035.723636417768,0.0,7035.723636417768,0.0
439,1,9,11417.329476277902,0.0,11417.329476277902,0.0,11417.329476277902,0.0,11417.329476277902,0.0
1000,1,2,5606.545326215896,0.0,5603.437031793111,0.0,5606.545326215896,0.0,5606.545326215896,0.0
1000,1,4,5606.545326215896,0.0,5606.545326215896,0.0,5606.545326215896,0.0,5606.545326215896,0.0
1000,2,2,2735.8213682940736,1.0,2735.8213682940736,1.0,2735.8213682940736,1.0,2735.8213682940736,1.0
