pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,507974.66572580644,0.0,496230.7908641975,0.0,507974.66572580644,0.0,507974.66572580644,0.0
10,1,4,519946.9427942795,0.0,519946.9427942795,0.0,519946.9427942795,0.0,519946.9427942795,0.0
10,2,2,262573.20611111115,0.0,213665.96091205213,2.0,262573.20611111115,0.0,262573.20611111115,0.0
17,7,7,41398.64281097055,0.0,41398.64281097055,0.0,41398.64281097055,0.0,41398.64281097055,0.0
50,1,2,102324.06048252093,0.0,101867.92477319586,0.0,102324.06048252093,0.0,102324.06048252093,0.0
50,1,4,101970.17713052858,0.0,101970.17713052858,0.0,101970.17713052858,0.0,101970.17713052858,0.0
50,2,2,52008.31455759193,0.0,49307.5294412428,2.0,51736.22878850104,0.0,52008.31455759193,0.0
75,3,5,20345.749935428328,10.0,20345.749935428328,10.0,20345.749935428328,10.0,20345.749935428328,10.0
100,1,2,52008.31455759193,0.0,51389.75441147379,0.0,51736.22878850104,0.0,52008.31455759193,0.0
100,1,4,51727.23771478604,0.0,51727.23771478604,0.0,51727.23771478604,0.0,51727.23771478604,0.0
100,2,2,26076.23564137931,0.0,25639.915309446253,0.0,25744.498727208567,0.0,26076.23564137931,0.0
115,4,2,11289.570365523045,0.0,11135.741367181898,0.0,11289.570365523045,0.0,11289.570365523045,0.0
287,1,6,18070.67664002244,0.0,18070.67664002244,0.0,18070.67664002244,0.0,18070.67664002244,0.0
400,1,2,12866.047758008719,4.0,12819.957654723126,0.0,12866.047758008719,4.0,12866.047758008719,4.0
400,1,4,12773.486419285966,0.0,12773.486419285966,0.0,12773.486419285966,0.0,12773.486419285966,0.0
400,2,2,6426.4828076523645,2.0,6426.4828076523645,2.0,6426.4828076523645,2.0,6426.4828076523645,2.0
439,1,9,10056.209089555097,0.0,10056.209089555097,0.0,10056.209089555097,0.0,10056.209089555097,0.0
1000,1,2,5150.865143961646,0.0,5039.343149807939,0.0,5141.44511000526,0.0,5150.865143961646,0.0
1000,1,4,4896.5715010930035,0.0,4896.5715010930035,0.0,4896.5715010930035,0.0,4896.5715010930035,0.0
1000,2,2,2492.6617025628325,0.0,2491.199146056707,0.0,2492.6617025628325,0.0,2492.6617025628325,0.0
