instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
g5g.16xlarge,us-east-1d,1,1.0,10,1,2,64.0,54.0,0.2962,1260849.0752,0.0046,1,66511.7043
m7g.16xlarge,us-east-1f,1,1.0,10,1,4,64.0,54.0,0.4624,1639536.484,0.0072,1,55401.7248
g5g.16xlarge,us-east-1d,1,1.0,10,2,2,32.0,22.0,0.2962,630424.5376,0.0093,1,66511.7043
g5g.16xlarge,us-east-1d,2,1.0,17,7,7,18.0,1.0,0.5924,354613.8024,0.0329,2,33255.8521
g5g.16xlarge,us-east-1d,1,1.0,50,1,2,64.0,14.0,0.2962,1260849.0752,0.0046,1,66511.7043
m7g.16xlarge,us-east-1f,1,1.0,50,1,4,64.0,14.0,0.4624,1639536.484,0.0072,1,55401.7248
g5g.16xlarge,us-east-1d,2,1.0,50,2,2,64.0,14.0,0.5924,1260849.0752,0.0093,2,33255.8521
g5g.16xlarge,us-east-1d,4,1.0,75,3,5,84.0,9.0,1.1848,1654864.4112,0.0141,4,16627.9261
g5g.16xlarge,us-east-1d,2,1.0,100,1,2,128.0,28.0,0.5924,2521698.1504,0.0046,2,33255.8521
m7g.16xlarge,us-east-1f,2,1.0,100,1,4,128.0,28.0,0.9248,3279072.968,0.0072,2,27700.8624
g5g.16xlarge,us-east-1d,4,1.0,100,2,2,128.0,28.0,1.1848,2521698.1504,0.0093,4,16627.9261
g5g.16xlarge,us-east-1d,8,1.0,115,4,2,128.0,13.0,2.3696,2521698.1504,0.0185,8,8313.963
m7g.16xlarge,us-east-1f,7,1.0,287,1,6,294.0,7.0,3.2368,7531620.7234,0.011,7,7914.5321
g5g.16xlarge,us-east-1d,7,1.0,400,1,2,448.0,48.0,2.0734,8825943.5264,0.0046,7,9501.672
m7g.16xlarge,us-east-1f,7,1.0,400,1,4,448.0,48.0,3.2368,11476755.388,0.0072,7,7914.5321
g5g.16xlarge,us-east-1d,13,1.0,400,2,2,416.0,16.0,3.8506,8195518.9888,0.0093,13,5116.2849
x8g.48xlarge,us-east-1a,3,1.0,439,1,9,576.0,137.0,8.4324,17730946.88,0.0146,3,3650.5495
g5g.16xlarge,us-east-1d,16,1.0,1000,1,2,1024.0,24.0,4.7392,20173585.2032,0.0046,16,4156.9815
m7g.16xlarge,us-east-1f,16,1.0,1000,1,4,1024.0,24.0,7.3984,26232583.744,0.0072,16,3462.6078
g5g.16xlarge,us-east-1d,32,1.0,1000,2,2,1024.0,24.0,9.4784,20173585.2032,0.0093,32,2078.4908
